hostname,indegree,indegree_tech
abm.gov.pl,3,0
amu.edu.pl,3,1
autofusgroup.warszawa.pl,3,0
braille.bydgoszcz.pl,3,0
budowlaneabc.gov.pl,3,0
bursaszkolna.bialystok.pl,3,0
cie.gov.pl,3,0
coboru.gov.pl,3,0
dbamy.bydgoszcz.pl,3,0
dziennikiurzedowe.gov.pl,3,0
edziecko.edu.pl,3,0
eog.gov.pl,3,0
fulbright.edu.pl,3,0
gda.winb.gov.pl,3,0
kbw.gov.pl,3,0
kielce.pl,3,1
kpsw.edu.pl,3,0
ksiaznica.szczecin.pl,3,0
mbp.opole.pl,3,0
mopr.bialystok.pl,3,1
msit.gov.pl,3,0
msport.gov.pl,3,0
mswia.gov.pl,3,0
muzeum.bydgoszcz.pl,3,0
nbp.pl,3,0
ncbr.gov.pl,3,0
niepelnosprawni.gov.pl,3,0
nowoczesnagospodarka.gov.pl,3,0
nukat.edu.pl,3,0
oskko.edu.pl,3,0
oswiata.bydgoszcz.pl,3,0
pca.gov.pl,3,0
pg.edu.pl,3,0
pik.warszawa.pl,3,0
pik.wroclaw.pl,3,0
pomagamukrainie.gov.pl,3,0
pot.gov.pl,3,0
power.gov.pl,3,0
psychotesty.wroclaw.pl,3,0
pzh.gov.pl,3,0
rodzina.bialystok.pl,3,0
rzecznikmsp.gov.pl,3,0
samorzad.gov.pl,3,0
senat.gov.pl,3,0
spp.szczecin.pl,3,0
straz.gov.pl,3,0
um.bydgoszcz.pl,3,0
upjp2.edu.pl,3,0
ure.gov.pl,3,0
uwb.edu.pl,3,0
uzp.gov.pl,3,0
wybory.gov.pl,3,0
ziu.gov.pl,3,0
zk.opole.pl,3,0
zuk.szczecin.pl,3,0
aktywna.bydgoszcz.pl,2,0
am.szczecin.pl,2,0
bezpiecznyautobus.gov.pl,2,0
bialystok.uw.gov.pl,2,0
bielsko.pl,2,0
bpp.gov.pl,2,0
bra.bydgoszcz.pl,2,0
caritas.rzeszow.pl,2,0
cmentarze.szczecin.pl,2,0
cmkp.edu.pl,2,0
copernicus.szczecin.pl,2,0
csioz.gov.pl,2,0
csp.edu.pl,2,0
cui.wroclaw.pl,2,2
diecezja.opole.pl,2,0
edu.wroclaw.pl,2,0
edukacja.gov.pl,2,0
ekarta.bialystok.pl,2,0
empatia.gov.pl,2,0
ewd.edu.pl,2,0
filharmonia.bydgoszcz.pl,2,0
galeriabwa.bydgoszcz.pl,2,0
ibom.radom.pl,2,0
implantologia.szczecin.pl,2,0
it-szkola.edu.pl,2,0
its.bydgoszcz.pl,2,0
iung.pulawy.pl,2,0
kancelariajk.opole.pl,2,0
katechisci.bydgoszcz.pl,2,0
katowice.uw.gov.pl,2,0
knf.gov.pl,2,0
konsultacje.radom.pl,2,0
konsultuj.szczecin.pl,2,0
konsument.gov.pl,2,0
krbrd.gov.pl,2,0
krus.gov.pl,2,0
ksdo.gov.pl,2,0
kuratorium.bydgoszcz.pl,2,0
kwp.radom.pl,2,0
laboratoriaprzyszlosci.edu.pl,2,0
lodowki.warszawa.pl,2,0
lodz.pl,2,0
lso.opole.pl,2,0
lublin.uw.gov.pl,2,0
markom.szczecin.pl,2,0
mdk.opole.pl,2,0
mimuw.edu.pl,2,0
minrol.gov.pl,2,0
moj.gov.pl,2,0
mops.wroclaw.pl,2,0
mosir.radom.pl,2,0
mosrir.szczecin.pl,2,0
mp.wroclaw.pl,2,0
mrr.gov.pl,2,0
nck.gov.pl,2,0
nfm.wroclaw.pl,2,0
ngs.edu.pl,2,0
niepodlegla.gov.pl,2,0
nik.gov.pl,2,0
nina.gov.pl,2,0
niw.gov.pl,2,0
nsa.gov.pl,2,0
obc.opole.pl,2,0
ogloszeniadrobne.bytom.pl,2,0
ogloszeniadrobne.rzeszow.pl,2,0
ogloszeniadrobne.warszawa.pl,2,0
oirp.szczecin.pl,2,0
olimpiada.edu.pl,2,0
olsztyn.uw.gov.pl,2,0
operanova.bydgoszcz.pl,2,0
ose.gov.pl,2,0
pk.edu.pl,2,0
pkdp.gov.pl,2,0
pks.bydgoszcz.pl,2,0
plodnosc.wroclaw.pl,2,0
pm.szczecin.pl,2,1
poradnia.bydgoszcz.pl,2,0
powiatgrudziadzki.pl,2,0
pozytek.gov.pl,2,0
ppp1.bydgoszcz.pl,2,0
praworozwodowe.opole.pl,2,0
premier.gov.pl,2,0
psst.rzeszow.pl,2,0
ptp.edu.pl,2,0
radio.bialystok.pl,2,0
rdos.gov.pl,2,0
reja24.gov.pl,2,0
renaissance.szczecin.pl,2,0
rozwojspoleczny.gov.pl,2,0
rzu.gov.pl,2,0
sandomierz.pl,2,0
seminarium.opole.pl,2,0
sio.gov.pl,2,0
slp.edu.pl,2,0
sp51.szczecin.pl,2,0
spis.gov.pl,2,0
sportowetalenty.gov.pl,2,0
szczecin.kwp.gov.pl,2,0
szkolapolicji.gov.pl,2,0
szlakpamieci.radom.pl,2,0
szukajwarchiwach.gov.pl,2,0
tabor.rzeszow.pl,2,0
twp.szczecin.pl,2,0
ug.edu.pl,2,0
uj.edu.pl,2,0
uke.gov.pl,2,0
um.opole.pl,2,0
umb.edu.pl,2,0
ump.edu.pl,2,1
us.edu.pl,2,0
uwr.edu.pl,2,0
warszawa.rzgw.gov.pl,2,0
wat.edu.pl,2,0
wbp.opole.pl,2,0
wielokultury.wroclaw.pl,2,0
wierzytelnosci.opole.pl,2,0
wody.gov.pl,2,0
wseit.edu.pl,2,0
wsiz.edu.pl,2,0
wspol.edu.pl,2,0
wszia.opole.pl,2,0
wszib.edu.pl,2,0
www.rzeszow.pl,2,0
wyniki.edu.pl,2,0
xilo.bialystok.pl,2,0
zaprogramujprzyszlosc2.edu.pl,2,0
zs9.bydgoszcz.pl,2,0
zwik.szczecin.pl,2,0
2007-2013.gov.pl,1,0
4lo.bialystok.pl,1,0
999.szczecin.pl,1,0
adopcja.wroclaw.pl,1,0
adwokatura.opole.pl,1,0
adwords.radom.pl,1,0
agd.bydgoszcz.pl,1,0
agd.szczecin.pl,1,0
airport.wroclaw.pl,1,0
ajp.edu.pl,1,0
akademia3d.edu.pl,1,0
akademiacez.gov.pl,1,0
akademiafarmaceuty.edu.pl,1,0
akademiapolicji.edu.pl,1,0
akademiapszczelarstwa.edu.pl,1,0
akademiarzemiosla.opole.pl,1,0
akadera.bialystok.pl,1,0
akn.edu.pl,1,0
albert.radom.pl,1,0
alco.bydgoszcz.pl,1,0
alien.szczecin.pl,1,0
all-med.wroclaw.pl,1,0
amazonki.bialystok.pl,1,0
amuz.edu.pl,1,0
amz.rzeszow.pl,1,0
anr.gov.pl,1,0
ans-gniezno.edu.pl,1,0
anstar.edu.pl,1,0
apgw.gov.pl,1,0
apodatkowa.gov.pl,1,0
aquafitness.opole.pl,1,0
archiwum.tarnobrzeg.pl,1,0
astoria.bydgoszcz.pl,1,0
aut.bydgoszcz.pl,1,0
autojar.radom.pl,1,0
awf-gorzow.edu.pl,1,0
bachus.szczecin.pl,1,0
badania-kierowcow.wroclaw.pl,1,0
badania-techniczne-auta.rzeszow.pl,1,0
bajkolandia.nowaruda.pl,1,0
bcu.szczecin.pl,1,0
bcu2.radom.pl,1,0
beautifulskin.szczecin.pl,1,0
bialystok.edu.pl,1,0
bialystok.pl,1,0
bialystok.wios.gov.pl,1,0
biblio.edu.pl,1,0
biblioteka.bydgoszcz.pl,1,0
biblioteka.klodzko.pl,1,0
biblioteka.nowaruda.pl,1,0
biblioteka.ostrowiec.pl,1,0
bidon.bialystok.pl,1,0
bilardsport.bydgoszcz.pl,1,0
biletomaty.bialystok.pl,1,0
bip-psp7.opole.pl,1,0
bip.klodzko.pl,1,0
bip.pila.pl,1,0
bip.tarnobrzeg.pl,1,0
bipgmina.pl,1,0
biurokarier.edu.pl,1,0
bks.bydgoszcz.pl,1,0
blekitna.szczecin.pl,1,0
bo.opole.pl,1,0
bohema.szczecin.pl,1,0
boiska.bialystok.pl,1,0
bok.bialystok.pl,1,0
botanik.szczecin.pl,1,0
bptorun.edu.pl,1,0
bracz.edu.pl,1,0
brexit.gov.pl,1,0
brodnica.ug.gov.pl,1,0
btf.bialystok.pl,1,0
btl.bialystok.pl,1,0
bursa.bydgoszcz.pl,1,0
bwa.ostrowiec.pl,1,0
bwww.bydgoszcz.pl,1,0
bydgoszcz.sr.gov.pl,1,0
cal.klodzko.pl,1,0
camk.edu.pl,1,0
caraudio.bydgoszcz.pl,1,1
caritas.bialystok.pl,1,0
cas.bialystok.pl,1,0
cba.gov.pl,1,0
cbr.gov.pl,1,0
cdr.gov.pl,1,0
cdwbp.opole.pl,1,0
cef.bydgoszcz.pl,1,0
cen.lomza.pl,1,0
cen.suwalki.pl,1,0
centrum-pomoc.bydgoszcz.pl,1,0
cepik.gov.pl,1,0
cff.edu.pl,1,0
chirurgiaonkologiczna.bialystok.pl,1,1
chrystuskrol.rzeszow.pl,1,0
chrzest.rzeszow.pl,1,0
ci.edu.pl,1,0
cit.radom.pl,1,0
citty.bialystok.pl,1,0
ckg.nowaruda.pl,1,0
ckp.bialystok.pl,1,0
cks.szczecin.pl,1,0
ckunr1.bydgoszcz.pl,1,0
clue.szczecin.pl,1,0
cmpw-pan.edu.pl,1,0
cncgomet.radom.pl,1,0
cookies.edu.pl,1,0
cop.radom.pl,1,0
credo.bydgoszcz.pl,1,0
crl.ostrowiec.pl,1,0
crossbox.bialystok.pl,1,0
csirt.gov.pl,1,0
cter.edu.pl,1,0
cudzoziemcy.gov.pl,1,0
cui.bialystok.pl,1,0
cze.edu.pl,1,0
czestochowa.pl,1,1
czestochowa.um.gov.pl,1,0
da.bialystok.pl,1,0
dane.gov.pl,1,0
delfin.bydgoszcz.pl,1,0
delfin.szczecin.pl,1,0
dentalspa.szczecin.pl,1,0
detoks.wroclaw.pl,1,0
diakonatstaly.opole.pl,1,0
dietetyk.szczecin.pl,1,0
dipolpolska.edu.pl,1,0
dk.bydgoszcz.pl,1,0
dobrydentysta.rzeszow.pl,1,0
dobrypodolog.wroclaw.pl,1,0
dodn.wroclaw.pl,1,0
dof.opole.pl,1,0
dom-med.szczecin.pl,1,0
doradztwo-energetyczne.gov.pl,1,0
dr.opole.pl,1,0
drogowa-pomoc.wroclaw.pl,1,0
drony.szczecin.pl,1,0
drzewa.radom.pl,1,0
dzialdowo.starostwo.gov.pl,1,0
dzialdowo.ug.gov.pl,1,0
dziennikarze.szczecin.pl,1,0
e-biura.opole.pl,1,0
e-muzeum.szczecin.pl,1,0
e-naszdom.radom.pl,1,0
e-pedagogiczna.edu.pl,1,0
e-sad.gov.pl,1,0
e-smdab.szczecin.pl,1,0
edukacja.warszawa.pl,1,0
edwin.gov.pl,1,0
efaktura.gov.pl,1,0
efc.edu.pl,1,0
effect.edu.pl,1,0
ekologiczne.klodzko.pl,1,0
ekoporty.szczecin.pl,1,0
ekrus.gov.pl,1,0
elektronik.edu.pl,1,0
elektronik.rzeszow.pl,1,0
endomed.radom.pl,1,0
englishclasses.opole.pl,1,0
erolnik.gov.pl,1,0
esperal.edu.pl,1,0
espolem.szczecin.pl,1,0
eszkolapromyk.szczecin.pl,1,0
etc.szczecin.pl,1,0
euraxess-pomerania.edu.pl,1,0
eurodom.ostrowiec.pl,1,0
euroelektra.edu.pl,1,0
europa.szczecin.pl,1,0
euslugiustronie.radom.pl,1,0
faru.edu.pl,1,0
faw.edu.pl,1,0
fepw.gov.pl,1,0
fev.wroclaw.pl,1,2
filharmonia.szczecin.pl,1,0
filipini.radom.pl,1,1
firma.gov.pl,1,0
floating.rzeszow.pl,1,0
forda-z.szczecin.pl,1,0
fornonero.szczecin.pl,1,0
fotografia-eventowa.warszawa.pl,1,0
fotografia-nieruchomosci.warszawa.pl,1,0
fotografia.warszawa.pl,1,0
franciszkanie.edu.pl,1,0
fundacja-dom.opole.pl,1,0
funduszestrukturalne.gov.pl,1,0
gabinettrychologiczny.ostrowiec.pl,1,0
gdansk.rzgw.gov.pl,1,0
gdynia.pl,1,0
genealodzy.opole.pl,1,0
geoportal.szczecin.pl,1,0
gif.gov.pl,1,0
giganciprogramowania.edu.pl,1,0
giih.gov.pl,1,0
gim18.bialystok.pl,1,0
gitd.gov.pl,1,0
gliwice.rzgw.gov.pl,1,0
gops.lubin.pl,1,0
granica.gov.pl,1,0
grudziadz.ug.gov.pl,1,0
gryf.szczecin.pl,1,0
gugik.gov.pl,1,0
gumed.edu.pl,1,0
hetman.bialystok.pl,1,0
hgi.rzeszow.pl,1,0
historiapojazdu.gov.pl,1,0
horn.warszawa.pl,1,1
hortiterapia.edu.pl,1,0
hospicjum.bydgoszcz.pl,1,0
hotelazyl.wroclaw.pl,1,0
i.opole.pl,1,0
i.radom.pl,1,0
iczmp.edu.pl,1,0
ignatianum.edu.pl,1,0
ihpan.edu.pl,1,0
ijhar-s.gov.pl,1,0
il.szczecin.pl,1,0
inicjatywa.opole.pl,1,0
inkubator.klodzko.pl,1,0
instytut.rzeszow.pl,1,0
ios.edu.pl,1,0
iot.warszawa.pl,1,0
iph.bialystok.pl,1,0
is.bialystok.pl,1,0
isok.gov.pl,1,0
itc.edu.pl,1,0
iz.edu.pl,1,0
izbanotarialna.szczecin.pl,1,0
jachtklub.wroclaw.pl,1,0
jagiellonczyklasin.edu.pl,1,0
jaroslaw.um.gov.pl,1,0
jp2.bydgoszcz.pl,1,0
ka.edu.pl,1,0
kamyk.warszawa.pl,1,0
kapitalludzki.gov.pl,1,0
kaplica.rzeszow.pl,1,0
kardiologia.bialystok.pl,1,0
karmadlapsow.warszawa.pl,1,0
karta.kutno.pl,1,0
kartodrom.bydgoszcz.pl,1,0
katechumenat.bydgoszcz.pl,1,0
katechumenat.szczecin.pl,1,0
katedra.radom.pl,1,0
katedra.rzeszow.pl,1,0
katolicka.bydgoszcz.pl,1,0
katowice.wios.gov.pl,1,0
kca.edu.pl,1,0
kcpu.gov.pl,1,0
kidsacademy.bialystok.pl,1,0
klinikapsychoterapii.radom.pl,1,1
klo.radom.pl,1,0
ko-gorzow.edu.pl,1,0
kolejarz.szczecin.pl,1,1
kom.edu.pl,1,0
kompetencjecyfrowe.gov.pl,1,0
komunikacja.radom.pl,1,0
konkurs-rubinstein.bydgoszcz.pl,1,0
konto.szczecin.pl,1,0
kopytamagdy.edu.pl,1,0
kosmetyki.szczecin.pl,1,0
koweziu.edu.pl,1,0
kozminski.edu.pl,1,0
kpck.edu.pl,1,0
kpec.bydgoszcz.pl,1,0
kpk.gov.pl,1,0
kpo.gov.pl,1,0
krakow.rzgw.gov.pl,1,0
krakow.so.gov.pl,1,0
krakow.winb.gov.pl,1,0
kreator.rzeszow.pl,1,0
krput.edu.pl,1,0
krzyz.opole.pl,1,0
ksap.gov.pl,1,0
ksm.rzeszow.pl,1,0
kspalac.bydgoszcz.pl,1,0
ksztalceniezawodowe.bialystok.pl,1,0
kuratorium.szczecin.pl,1,0
kurierzyrowerowi.wroclaw.pl,1,0
lag.edu.pl,1,0
laptopdlaucznia.gov.pl,1,0
liceum.bialystok.pl,1,0
listwyprzypodlogowe.warszawa.pl,1,0
literatura.wroclaw.pl,1,0
locsm.edu.pl,1,0
lodowiska.rzeszow.pl,1,0
lodz.oke.gov.pl,1,0
logika.edu.pl,1,0
lpa.edu.pl,1,0
lso.rzeszow.pl,1,0
lubaczow.pl,1,0
lubliniec.starostwo.gov.pl,1,0
lubrza.opole.pl,1,0
lubuskie.uw.gov.pl,1,0
lukow.ug.gov.pl,1,0
makeitclear.edu.pl,1,0
man.bydgoszcz.pl,1,0
marcopolo.szczecin.pl,1,0
marketinginternetowy.rzeszow.pl,1,0
masaz-terapiabowena.szczecin.pl,1,0
mazowsze.uw.gov.pl,1,0
mbp.szczecin.pl,1,0
mbp.tarnobrzeg.pl,1,0
mcdn.edu.pl,1,0
mck.ostrowiec.pl,1,0
mcwe.opole.pl,1,0
mdk.radom.pl,1,0
meble-kuchenne.wroclaw.pl,1,0
mechaniak.edu.pl,1,0
medica.edu.pl,1,0
medical.szczecin.pl,1,0
medycynapracy.wroclaw.pl,1,0
medycynasportowa.wroclaw.pl,1,0
medyk.rzeszow.pl,1,0
mein.gov.pl,1,0
mf.gov.pl,1,0
mfipr.gov.pl,1,0
mi.opole.pl,1,0
mib.gov.pl,1,0
mikolaj.bydgoszcz.pl,1,0
mirand.szczecin.pl,1,0
misjonarze.opole.pl,1,0
mjm.szczecin.pl,1,0
mlodziez.bydgoszcz.pl,1,0
modn.opole.pl,1,0
mok.nowaruda.pl,1,0
monar.bydgoszcz.pl,1,0
mopr.szczecin.pl,1,0
mops.kutno.pl,1,0
mops.radom.pl,1,0
mos.gov.pl,1,0
mos.opole.pl,1,0
mosina.pl,1,0
mosir.kutno.pl,1,0
mosir.lomza.pl,1,0
mosir.ostrowiec.pl,1,0
mosir.tarnobrzeg.pl,1,0
motorowki.szczecin.pl,1,0
mpgkim.lomza.pl,1,0
mprd.ostrowiec.pl,1,0
mpwik.lomza.pl,1,0
mr.gov.pl,1,0
mrips.gov.pl,1,0
mrit.gov.pl,1,0
mso.opole.pl,1,0
msz.gov.pl,1,0
muffinek.szczecin.pl,1,0
multibiuro.rzeszow.pl,1,0
muzeum.klodzko.pl,1,0
muzeum.opole.pl,1,0
muzeum.rzeszow.pl,1,1
muzeum.slupsk.pl,1,0
muzeumetnograficzne.rzeszow.pl,1,0
muzycznypromyk.szczecin.pl,1,0
mzk.kutno.pl,1,0
nac.gov.pl,1,0
nagrodyzeglarskie.szczecin.pl,1,0
najstarszeszkoly.edu.pl,1,0
naprotechnogia.wroclaw.pl,1,0
naprotechnologia.wroclaw.pl,1,0
narkomania.gov.pl,1,0
natura2000.tarnobrzeg.pl,1,0
nauczyciel.bydgoszcz.pl,1,0
naukaplywania.warszawa.pl,1,0
ncbir.gov.pl,1,0
ncpp.opole.pl,1,0
neonatologia.edu.pl,1,0
ngo.kutno.pl,1,0
niemalipy.wroclaw.pl,1,0
nieruchomoscikowr.gov.pl,1,0
norwid.bialystok.pl,1,0
notariat.bialystok.pl,1,0
nowykorczyn.pl,1,0
nszzp.radom.pl,1,0
nszzp.rzeszow.pl,1,0
oaza.bydgoszcz.pl,1,0
oig.opole.pl,1,0
oik.lomza.pl,1,0
oil.szczecin.pl,1,0
oirp24.opole.pl,1,0
ok.bialystok.pl,1,0
ok.sejny.pl,1,0
oke.jaworzno.pl,1,0
okole.bydgoszcz.pl,1,0
olimpus.edu.pl,1,0
onkologia.bialystok.pl,1,0
onkologia.gov.pl,1,0
onkologia.szczecin.pl,1,0
opel.wroclaw.pl,1,0
opera.bydgoszcz.pl,1,0
operator.edu.pl,1,0
opole.oschr.gov.pl,1,0
opole.pl,1,0
opole.wiih.gov.pl,1,0
orkiestra.opole.pl,1,0
ortomed.szczecin.pl,1,0
osir.bielawa.pl,1,0
osir.suwalki.pl,1,0
osj.opole.pl,1,0
osrn.opole.pl,1,0
oswiata-projekt.rzeszow.pl,1,0
otbs.ostrowiec.pl,1,0
oze.szczecin.pl,1,0
paiz.gov.pl,1,0
palac.bydgoszcz.pl,1,0
palac.szczecin.pl,1,0
paokz.edu.pl,1,0
parafia.nowaruda.pl,1,0
parking-24h.bydgoszcz.pl,1,0
pawlus.szczecin.pl,1,0
pbs.edu.pl,1,0
pbw.bydgoszcz.pl,1,0
pcp.bialystok.pl,1,0
pielgrzymka.bydgoszcz.pl,1,0
pik.radom.pl,1,0
piorin.gov.pl,1,0
pios.gov.pl,1,0
piwet.pulawy.pl,1,0
pks.lubin.pl,1,0
pks.szczecin.pl,1,0
pkw.gov.pl,1,0
pnbt.gov.pl,1,0
pnt.opole.pl,1,0
podkarpackie.edu.pl,1,0
podziemia.klodzko.pl,1,0
pogrzeb.bialystok.pl,1,1
pois.gov.pl,1,0
polskacyfrowa.gov.pl,1,0
powiat.klodzko.pl,1,0
powiat.rzeszow.pl,1,0
powiat.starachowice.pl,1,0
powiat.walbrzych.pl,1,0
powiatchoszczenski.pl,1,0
powiatlancut.pl,1,0
powiatlomzynski.pl,1,0
powiatlukowski.pl,1,0
powiatminski.pl,1,0
powiatnowotomyski.pl,1,0
powiatprzeworsk.pl,1,0
powiatradomski.pl,1,0
powiatszczycienski.pl,1,1
powiattorunski.pl,1,0
powiatwroclawski.pl,1,0
powodz.gov.pl,1,0
poznan.ap.gov.pl,1,0
poznan.rzgw.gov.pl,1,0
pp6.rzeszow.pl,1,0
ppm.edu.pl,1,0
ppp1lodz.edu.pl,1,0
ppp4.szczecin.pl,1,0
pralki.warszawa.pl,1,0
pralki.wroclaw.pl,1,0
pralniachemiczna.bydgoszcz.pl,1,0
prawobudowlane.opole.pl,1,0
prawospadkowe.opole.pl,1,0
prezydent.tarnobrzeg.pl,1,0
prodrive.radom.pl,1,0
profesorbodzio.edu.pl,1,0
promyk.szczecin.pl,1,0
protrans.wroclaw.pl,1,0
przedszkole35.wroclaw.pl,1,0
przewodnicy.warszawa.pl,1,0
przeworsk.um.gov.pl,1,0
przystanki.bialystok.pl,1,0
pswp.edu.pl,1,0
psych.edu.pl,1,0
psychologmbb.szczecin.pl,1,0
ptd.edu.pl,1,0
puls.edu.pl,1,0
pumazs.szczecin.pl,1,0
pup.klodzko.pl,1,0
pup.lomza.pl,1,0
pup.opole.pl,1,0
pw.edu.pl,1,0
pzm.bydgoszcz.pl,1,0
pzn.opole.pl,1,0
pzp.bydgoszcz.pl,1,0
raciborz.kppsp.gov.pl,1,0
rada.szczecin.pl,1,0
radom.pl,1,0
radzyn.sr.gov.pl,1,0
rany.edu.pl,1,0
rcs.radom.pl,1,0
rdn.gov.pl,1,0
rds.gov.pl,1,0
rejestrumow.gov.pl,1,0
renex.bydgoszcz.pl,1,0
retropedia.radom.pl,1,0
rodzina.wroclaw.pl,1,0
rodziny.wroclaw.pl,1,0
rogozno.ug.gov.pl,1,0
rops.rzeszow.pl,1,0
rozwojcyfrowy.gov.pl,1,0
rpp.gov.pl,1,0
rspr.radom.pl,1,0
rt.opole.pl,1,0
rybactwo.gov.pl,1,0
saa.szczecin.pl,1,0
sad.edu.pl,1,0
samochodowka.edu.pl,1,0
sango.szczecin.pl,1,0
sanomed.rzeszow.pl,1,0
scenariuszelekcji.edu.pl,1,0
schr.gov.pl,1,0
sciezka.klodzko.pl,1,0
scpu.szczecin.pl,1,0
scwew.bydgoszcz.pl,1,0
sei.edu.pl,1,0
seirp.tarnobrzeg.pl,1,0
sem.edu.pl,1,0
seminarium.radom.pl,1,0
seminarium.wroclaw.pl,1,0
seniorzy.wroclaw.pl,1,0
serwisagd.warszawa.pl,1,0
serwisfox.rzeszow.pl,1,0
serwisrowerowy.szczecin.pl,1,0
shipchandler.swinoujscie.pl,1,0
shipchandler.szczecin.pl,1,0
shs.szczecin.pl,1,0
shzo.opole.pl,1,0
skarzysko.pl,1,0
skleppb.edu.pl,1,0
skm.szczecin.pl,1,0
skpp.edu.pl,1,0
skrzynkinalisty.warszawa.pl,1,0
slowacji.wroclaw.pl,1,0
sm.cieszyn.pl,1,0
sm.szczecin.pl,1,0
smartcity.klodzko.pl,1,0
smog.radom.pl,1,0
smup.gov.pl,1,0
sn.pl,1,0
snm.edu.pl,1,0
som.szczecin.pl,1,0
sp1.bialystok.pl,1,0
sp10.szczecin.pl,1,0
sp18torun.edu.pl,1,0
sp26.bialystok.pl,1,0
sp27.bydgoszcz.pl,1,0
sp3.pulawy.pl,1,0
sp41.bydgoszcz.pl,1,0
sp5.bialystok.pl,1,0
sp64.bydgoszcz.pl,1,0
spa.bydgoszcz.pl,1,0
spad.szczecin.pl,1,0
