domain,label,level,name
gov.in,goa,central-1,Goa
gov.in,goadmg,central-1,Directorate of Mines and Geology (Goa)
gov.in,goaelectricity,central-1,Electricity Department (Goa)
gov.in,goaonline,central-1,Goa Online
gov.in,goaprisons,central-1,Prisons Department (Goa)
gov.in,goaspcb,central-1,Goa State Pollution Control Board
gov.in,goavidhansabha,central-1,Goa Legislative Assembly
gov.in,goawrd,central-1,Water Resources Department (Goa)
gov.in,gujarat,central-1,Gujarat
gov.in,gujaratindia,central-1,Gujarat
gov.in,hartrans,central-1,Haryana Roadways (Transport Department)
gov.in,haryana,central-1,Haryana
gov.in,haryanaeprocurement,central-1,Haryana e-procurement
gov.in,haryanaeseva,central-1,Haryana e-Seva
gov.in,haryanaindustries,central-1,Industries Department (Haryana)
gov.in,haryanatransport,central-1,Transport Department (Haryana)
gov.in,herc,central-1,Haryana Electricity Regulatory Commission
gov.in,himachal,central-1,Himachal Pradesh
gov.in,hp,central-1,Himachal Pradesh
gov.in,hptax,central-1,Excise and Taxation Department (Himachal Pradesh)
gov.in,hptenders,central-1,Himachal Pradesh e-procurement
gov.in,hrmsorissa,central-1,Human Resources Management System (Odisha)
gov.in,huda,central-1,Haryana Urban Development Authority
gov.in,ifmsodisha,central-1,Integrated Financial Management System (Odisha)
gov.in,igrmaharashtra,central-1,Inspector General of Registration (Maharashtra)
gov.in,investkarnataka,central-1,Invest Karnataka
gov.in,investpunjab,central-1,Invest Punjab
gov.in,itschool,central-1,IT@School Project (Kerala)
gov.in,jharkhand,central-1,Jharkhand
gov.in,jharkhandcomtax,central-1,Commercial Taxes Department (Jharkhand)
gov.in,jharkhandtenders,central-1,Jharkhand e-procurement
gov.in,jhpolice,central-1,Jharkhand Police
gov.in,jk,central-1,Jammu and Kashmir
gov.in,jkcomtax,central-1,Commercial Taxes Department (Jammu and Kashmir)
gov.in,jktenders,central-1,Jammu and Kashmir e-procurement
gov.in,jpsc,central-1,Jharkhand Public Service Commission
gov.in,karnataka,central-1,Karnataka
gov.in,kerala,central-1,Kerala
gov.in,keralamvd,central-1,Motor Vehicles Department (Kerala)
gov.in,keralanews,central-1,Information and Public Relations Department (Kerala)
gov.in,keralapolice,central-1,Kerala Police
gov.in,keralapoliceacademy,central-1,Kerala Police Academy
gov.in,keralaprisons,central-1,Prisons Department (Kerala)
gov.in,keralawomen,central-1,Kerala Women's Commission
gov.in,khajane2,central-1,Khajane-II treasury system (Karnataka)
gov.in,kmvn,central-1,Kumaon Mandal Vikas Nigam (Uttarakhand)
gov.in,ksp,central-1,Karnataka State Police
gov.in,ladakh,central-1,Ladakh
gov.in,lakpds,central-1,Public Distribution System (Lakshadweep)
gov.in,lakshadweep,central-1,Lakshadweep
gov.in,lsgkerala,central-1,Local Self Government Department (Kerala)
gov.in,mahaagriiqc,central-1,Agriculture Input Quality Control (Maharashtra)
gov.in,mahafireservice,central-1,Maharashtra Fire Services
gov.in,mahagst,central-1,Goods and Services Tax Department (Maharashtra)
gov.in,mahakosh,central-1,Mahakosh Finance Department (Maharashtra)
gov.in,mahaonline,central-1,MahaOnline e-services (Maharashtra)
gov.in,maharain,central-1,Maharain rainfall portal (Maharashtra)
gov.in,maharashtra,central-1,Maharashtra
gov.in,maharashtratourism,central-1,Maharashtra Tourism
gov.in,maharojgar,central-1,Maharojgar employment portal (Maharashtra)
gov.in,mahasugarcom,central-1,Sugar Commissionerate (Maharashtra)
gov.in,mahatenders,central-1,Maharashtra e-procurement
gov.in,mahavat,central-1,Sales Tax Department (Maharashtra)
gov.in,manassembly,central-1,Manipur Legislative Assembly
gov.in,manipur,central-1,Manipur
gov.in,manipureducation,central-1,Education Department (Manipur)
gov.in,manipurtenders,central-1,Manipur e-procurement
gov.in,manipurtourism,central-1,Manipur Tourism
gov.in,manipurwomencommission,central-1,Manipur State Commission for Women
gov.in,meeseva,central-1,MeeSeva e-services (Telangana/Andhra Pradesh)
gov.in,meghalaya,central-1,Meghalaya
gov.in,meghalayaonline,central-1,Meghalaya Online
gov.in,meghalayatenders,central-1,Meghalaya e-procurement
gov.in,mhada,central-1,Maharashtra Housing and Area Development Authority
gov.in,mizoram,central-1,Mizoram
gov.in,mizoramtenders,central-1,Mizoram e-procurement
gov.in,mn,central-1,Manipur
gov.in,mp,central-1,Madhya Pradesh
gov.in,mpanashik,central-1,Maharashtra Police Academy Nashik
gov.in,mpcb,central-1,Maharashtra Pollution Control Board
gov.in,mpenagarpalika,central-1,e-Nagarpalika urban services (Madhya Pradesh)
gov.in,mpeproc,central-1,Madhya Pradesh e-procurement
gov.in,mpforest,central-1,Forest Department (Madhya Pradesh)
gov.in,mponline,central-1,MPOnline e-services (Madhya Pradesh)
gov.in,mpsc,central-1,Maharashtra Public Service Commission
gov.in,mpwrd,central-1,Water Resources Department (Madhya Pradesh)
gov.in,nagaland,central-1,Nagaland
gov.in,nagalandtenders,central-1,Nagaland e-procurement
gov.in,odisha,central-1,Odisha
gov.in,odishaonline,central-1,Odisha Online
gov.in,odishatax,central-1,Commercial Taxes (Odisha)
gov.in,odishatreasury,central-1,Directorate of Treasuries (Odisha)
gov.in,onlinevotinggujarat,central-1,State Election Commission online voting (Gujarat)
gov.in,orissa,central-1,Odisha
gov.in,orissaonline,central-1,Odisha Online
gov.in,orissatreasury,central-1,Directorate of Treasuries (Odisha)
gov.in,pbirrigation,central-1,Irrigation Department (Punjab)
gov.in,pdsodisha,central-1,Public Distribution System (Odisha)
gov.in,ppsc,central-1,Punjab Public Service Commission
gov.in,prbdb,central-1,Punjab Roads and Bridges Development Board
gov.in,prdbihar,central-1,Panchayati Raj Department (Bihar)
gov.in,pscwbonline,central-1,Public Service Commission (West Bengal)
gov.in,puducherry,central-1,Puducherry
gov.in,pudutenders,central-1,Puducherry e-procurement
gov.in,punjab,central-1,Punjab
gov.in,punjabgovt,central-1,Punjab
gov.in,pwddelhi,central-1,Public Works Department (Delhi)
gov.in,pwdpunjab,central-1,Public Works Department (Punjab)
gov.in,py,central-1,Puducherry
gov.in,rajasthan,central-1,Rajasthan
gov.in,rajexcise,central-1,Excise Department (Rajasthan)
gov.in,rajivswagruhaap,central-1,Rajiv Swagruha Corporation (Andhra Pradesh)
gov.in,rajpolice,central-1,Rajasthan Police
gov.in,scrbbihar,central-1,State Crime Records Bureau (Bihar)
gov.in,sikkim,central-1,Sikkim
gov.in,sikkimssdg,central-1,Sikkim State Service Delivery Gateway
gov.in,sikkimtax,central-1,Commercial Taxes Division (Sikkim)
gov.in,sikkimtender,central-1,Sikkim e-procurement
gov.in,spark,central-1,SPARK payroll system (Kerala)
gov.in,tamilnadu,central-1,Tamil Nadu
gov.in,telangana,central-1,Telangana
gov.in,telanganafin,central-1,Finance Department (Telangana)
gov.in,tendersodisha,central-1,Odisha e-procurement
gov.in,tgct,central-1,Commercial Taxes Department (Telangana)
gov.in,tn,central-1,Tamil Nadu
gov.in,tncctns,central-1,Tamil Nadu Police CCTNS
gov.in,tnregipayment,central-1,Registration Department payments (Tamil Nadu)
gov.in,tnsamb,central-1,Tamil Nadu State Agricultural Marketing Board
gov.in,tnschools,central-1,School Education Department (Tamil Nadu)
gov.in,tnsta,central-1,State Transport Authority (Tamil Nadu)
gov.in,tntenders,central-1,Tamil Nadu e-procurement
gov.in,tnvat,central-1,Commercial Taxes Department (Tamil Nadu)
gov.in,tnvelaivaaippu,central-1,Employment and Training Department (Tamil Nadu)
gov.in,tripura,central-1,Tripura
gov.in,tripuratenders,central-1,Tripura e-procurement
gov.in,tspsc,central-1,Telangana State Public Service Commission
gov.in,uk,central-1,Uttarakhand
gov.in,ukpscappl,central-1,Uttarakhand Public Service Commission
gov.in,uktenders,central-1,Uttarakhand e-procurement
gov.in,ulbodisha,central-1,Directorate of Urban Local Bodies (Odisha)
gov.in,ulborissa,central-1,Directorate of Urban Local Bodies (Odisha)
gov.in,up,central-1,Uttar Pradesh
gov.in,uppolice,central-1,Uttar Pradesh Police
gov.in,upsdm,central-1,Uttar Pradesh Skill Development Mission
gov.in,uttarakhand,central-1,Uttarakhand
gov.in,vtpckarnataka,central-1,Visvesvaraya Trade Promotion Centre (Karnataka)
gov.in,wb,central-1,West Bengal
gov.in,wbagrisnet,central-1,Agriculture Department Agrisnet (West Bengal)
gov.in,wbaitax,central-1,Agricultural Income Tax Directorate (West Bengal)
gov.in,wbboilers,central-1,Directorate of Boilers (West Bengal)
gov.in,wbcommissionerdisabilities,central-1,Commissioner for Persons with Disabilities (West Bengal)
gov.in,wbcomtax,central-1,Commercial Taxes Directorate (West Bengal)
gov.in,wbconsumers,central-1,Consumer Affairs Department (West Bengal)
gov.in,wbexcise,central-1,Excise Directorate (West Bengal)
gov.in,wbfes,central-1,Fire and Emergency Services (West Bengal)
gov.in,wbhealthscheme,central-1,West Bengal Health Scheme
gov.in,wbhousing,central-1,Housing Department (West Bengal)
gov.in,wbifms,central-1,Integrated Financial Management System (West Bengal)
gov.in,wbisgpp,central-1,Institutional Strengthening of Gram Panchayats Programme (West Bengal)
gov.in,wbkanyashree,central-1,Kanyashree Prakalpa (West Bengal)
gov.in,wblc,central-1,Labour Commissionerate (West Bengal)
gov.in,wbpds,central-1,Public Distribution System (West Bengal)
gov.in,wbphed,central-1,Public Health Engineering Department (West Bengal)
gov.in,wbregistration,central-1,Directorate of Registration and Stamp Revenue (West Bengal)
gov.in,wbsed,central-1,School Education Department (West Bengal)
gov.in,wbtdc,central-1,West Bengal Tourism Development Corporation
gov.in,wbtenders,central-1,West Bengal e-procurement
gov.in,wburbandev,central-1,Urban Development Department (West Bengal)
gov.in,westbengal,central-1,West Bengal
gov.in,barrackpore,local,Barrackpore Sub-Division (West Bengal)
gov.in,barrackpore1block,local,Barrackpore-I Development Block (West Bengal)
gov.in,bncmc,local,Bhiwandi Nizampur City Municipal Corporation (Maharashtra)
gov.in,cadc,local,Chakma Autonomous District Council (Mizoram)
gov.in,ccmc,local,Coimbatore City Municipal Corporation (Tamil Nadu)
gov.in,ccpur,local,Churachandpur District (Manipur)
gov.in,chennaicorporation,local,Greater Chennai Corporation (Tamil Nadu)
gov.in,dhulepolice,local,Dhule District Police (Maharashtra)
gov.in,gadchirolipolice,local,Gadchiroli District Police (Maharashtra)
gov.in,ghmc,local,Greater Hyderabad Municipal Corporation (Telangana)
gov.in,gvmc,local,Greater Visakhapatnam Municipal Corporation (Andhra Pradesh)
gov.in,hyderabadwater,local,Hyderabad Metropolitan Water Supply and Sewerage Board (Telangana)
gov.in,jalandhartrafficpolice,local,Jalandhar Traffic Police (Punjab)
gov.in,jalgaonpolice,local,Jalgaon District Police (Maharashtra)
gov.in,kdmc,local,Kalyan Dombivli Municipal Corporation (Maharashtra)
gov.in,kopargaonmc,local,Kopargaon Municipal Council (Maharashtra)
gov.in,mcgm,local,Municipal Corporation of Greater Mumbai (Maharashtra)
gov.in,nagpurgraminpolice,local,Nagpur Rural Police (Maharashtra)
gov.in,nashikruralpolice,local,Nashik Rural Police (Maharashtra)
gov.in,navimumbaipolice,local,Navi Mumbai Police (Maharashtra)
gov.in,ndmc,local,New Delhi Municipal Council (Delhi)
gov.in,nwcmc,local,Nanded Waghala City Municipal Corporation (Maharashtra)
gov.in,paschimmedinipur,local,Paschim Medinipur District (West Bengal)
gov.in,pcmcindia,local,Pimpri Chinchwad Municipal Corporation (Maharashtra)
gov.in,pmc,local,Pune Municipal Corporation (Maharashtra)
gov.in,puneruralpolice,local,Pune Rural Police (Maharashtra)
gov.in,ranaghat,local,Ranaghat Sub-Division (West Bengal)
gov.in,rmcegov,local,Rajkot Municipal Corporation (Gujarat)
gov.in,smc,local,Surat Municipal Corporation (Gujarat)
gov.in,sra,local,Slum Rehabilitation Authority Mumbai (Maharashtra)
gov.in,srapune,local,Slum Rehabilitation Authority Pune (Maharashtra)
gov.in,suratmunicipal,local,Surat Municipal Corporation (Gujarat)
gov.in,thanecity,local,Thane Municipal Corporation (Maharashtra)
gov.in,trichycorporation,local,Tiruchirappalli City Corporation (Tamil Nadu)
gov.in,vmc,local,Vadodara Municipal Corporation (Gujarat)
gov.in,vvmc,local,Vasai Virar City Municipal Corporation (Maharashtra)
gov.in,yavatmalpolice,local,Yavatmal District Police (Maharashtra)
gov.in,zpkolhapur,local,Zilla Parishad Kolhapur (Maharashtra)
