domain,kind,country,level
avellaneda.gob.ar,exclude,ARG_argentina,local
avening-pc.gov.uk,exclude,GBR_united_kingdom,local
aviationweather.gov,subtree,USA_united_states,central
avonandsomerset-pcc.gov.uk,exclude,GBR_united_kingdom,local
avondassettparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
avonfire.gov.uk,exclude,GBR_united_kingdom,local
avonfrs.gov.uk,exclude,GBR_united_kingdom,local
awliscombeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
awsworthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
axbridge-tc.gov.uk,exclude,GBR_united_kingdom,local
axminstertowncouncil.gov.uk,exclude,GBR_united_kingdom,local
axutlamunicipio.gob.mx,exclude,MEX_mexico,local
aydin-bld.gov.tr,exclude,TUR_turkey,local
aylburton-pc.gov.uk,exclude,GBR_united_kingdom,local
aylesbury.gov.uk,exclude,GBR_united_kingdom,local
aylesburytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
aylesburyvaledc.gov.uk,exclude,GBR_united_kingdom,local
aylesford-pc.gov.uk,exclude,GBR_united_kingdom,local
aylesham-pc.gov.uk,exclude,GBR_united_kingdom,local
ayleshamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
aylmertonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
aylsham-tc.gov.uk,exclude,GBR_united_kingdom,local
aynho-pc.gov.uk,exclude,GBR_united_kingdom,local
ayotlanjalisco.gob.mx,exclude,MEX_mexico,local
ayrshire-vjb.gov.uk,exclude,GBR_united_kingdom,local
ayrshire.gov.uk,exclude,GBR_united_kingdom,local
aysgarthanddistrict-pc.gov.uk,exclude,GBR_united_kingdom,local
aythorpe-pc.gov.uk,exclude,GBR_united_kingdom,local
ayudaconmibanco.gov,subtree,USA_united_states,central
azerley-pc.gov.uk,exclude,GBR_united_kingdom,local
ba.gov.br,exact,BRA_brazil,central-1
babaeski-bld.gov.tr,exclude,TUR_turkey,local
babergh.gov.uk,exclude,GBR_united_kingdom,local
baberghmidsuffolk.gov.uk,exclude,GBR_united_kingdom,local
babraham-pc.gov.uk,exclude,GBR_united_kingdom,local
babworthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
backwell-pc.gov.uk,exclude,GBR_united_kingdom,local
bacton-pc.gov.uk,exclude,GBR_united_kingdom,local
bactonandedingthorpeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
badby-pc.gov.uk,exclude,GBR_united_kingdom,local
baddesleyensor-pc.gov.uk,exclude,GBR_united_kingdom,local
badgerfarm-pc.gov.uk,exclude,GBR_united_kingdom,local
badgerparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
badgersmountparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
badgeworthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
badgworth-pc.gov.uk,exclude,GBR_united_kingdom,local
badinghamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
badmintonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
badsworthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
badwellashparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bagbyandbalk-pc.gov.uk,exclude,GBR_united_kingdom,local
bagilltcommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
bagintonparish.gov.uk,exclude,GBR_united_kingdom,local
bagnallparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bagworthandthornton-pc.gov.uk,exclude,GBR_united_kingdom,local
bahia.gob.ar,exclude,ARG_argentina,local
bahiablanca.gob.ar,exclude,ARG_argentina,local
bahiaemprende.gob.ar,exclude,ARG_argentina,local
baic.gov.cn,exact,CHN_china,central-1
baildontowncouncil.gov.uk,exclude,GBR_united_kingdom,local
bainbridgeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
baintonandashton-pc.gov.uk,exclude,GBR_united_kingdom,local
bajacalifornia.gob.mx,exact,MEX_mexico,central-1
bakewelltowncouncil.gov.uk,exclude,GBR_united_kingdom,local
balcombeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
baldersby-pc.gov.uk,exclude,GBR_united_kingdom,local
baldersbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
balderstoneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
baldertonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
baldissera.gob.ar,exclude,ARG_argentina,local
ballinghambolstonehentland-pc.gov.uk,exclude,GBR_united_kingdom,local
balsallparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
baltonsboroughparish.gov.uk,exclude,GBR_united_kingdom,local
bam.gov,subtree,USA_united_states,central
bamburghparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bamfordwiththornhill-pc.gov.uk,exclude,GBR_united_kingdom,local
bamptonoxon-parishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bamptonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bamptontowncouncil.gov.uk,exclude,GBR_united_kingdom,local
banbury.gov.uk,exclude,GBR_united_kingdom,local
banchorycommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
bandirma-bld.gov.tr,exclude,TUR_turkey,local
bandleyside-pc.gov.uk,exclude,GBR_united_kingdom,local
bandt-pc.gov.uk,exclude,GBR_united_kingdom,local
banenor.no,subtree,NOR_norway,central
banglarmukh.gov.in,exact,IND_india,central-1
banhamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bankanswers.gov,subtree,USA_united_states,central
bankcustomer.gov,subtree,USA_united_states,central
bankcustomerassistance.gov,subtree,USA_united_states,central
bankhelp.gov,subtree,USA_united_states,central
banknet.gov,subtree,USA_united_states,central
banknewtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bankruptcy.gov,subtree,USA_united_states,central
banque-france.fr,subtree,FRA_france,central
banwellparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
baoan.gov.cn,exclude,CHN_china,local
barbon-pc.gov.uk,exclude,GBR_united_kingdom,local
barbyandonleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barcombeparish.gov.uk,exclude,GBR_united_kingdom,local
bardneygroup-pc.gov.uk,exclude,GBR_united_kingdom,local
bardonmill-pc.gov.uk,exclude,GBR_united_kingdom,local
bardonmillparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bardseyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bardwell-pc.gov.uk,exclude,GBR_united_kingdom,local
barford-pc.gov.uk,exclude,GBR_united_kingdom,local
barfords-pc.gov.uk,exclude,GBR_united_kingdom,local
barfordsherbournewasperton-jpc.gov.uk,exclude,GBR_united_kingdom,local
barhamparish.gov.uk,exclude,GBR_united_kingdom,local
barhamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barhill-pc.gov.uk,exclude,GBR_united_kingdom,local
barilocheturismo.gob.ar,exclude,ARG_argentina,local
barkbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barkhamparish.gov.uk,exclude,GBR_united_kingdom,local
barking-dagenham.gov.uk,exclude,GBR_united_kingdom,local
barkingparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barkstonandsystonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barkstonashparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barkwayparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barlastonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barlboroughparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barlestoneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barlingmagna-pc.gov.uk,exclude,GBR_united_kingdom,local
barlowparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barmbymoorparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barmingparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barmouthtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
barnack-pc.gov.uk,exclude,GBR_united_kingdom,local
barnacre-with-bonds-pc.gov.uk,exclude,GBR_united_kingdom,local
barnardcastletowncouncil.gov.uk,exclude,GBR_united_kingdom,local
barnbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barneombudet.no,subtree,NOR_norway,central
barnet.gov.uk,exclude,GBR_united_kingdom,local
barnetby-pc.gov.uk,exclude,GBR_united_kingdom,local
barnham-pc.gov.uk,exclude,GBR_united_kingdom,local
barnhamandeastergate-pc.gov.uk,exclude,GBR_united_kingdom,local
barnhambroom-pc.gov.uk,exclude,GBR_united_kingdom,local
barningham-pc.gov.uk,exclude,GBR_united_kingdom,local
barnoldbylebeck-pc.gov.uk,exclude,GBR_united_kingdom,local
barnoldswicktowncouncil.gov.uk,exclude,GBR_united_kingdom,local
barnsley.gov.uk,exclude,GBR_united_kingdom,local
barnstapletowncouncil.gov.uk,exclude,GBR_united_kingdom,local
barnston-pc.gov.uk,exclude,GBR_united_kingdom,local
barntgreenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barnton-pc.gov.uk,exclude,GBR_united_kingdom,local
barrackpore.gov.in,exclude,IND_india,local
barrackpore1block.gov.in,exclude,IND_india,local
barrington-pc.gov.uk,exclude,GBR_united_kingdom,local
barringtonglos-pc.gov.uk,exclude,GBR_united_kingdom,local
barringtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barrow-pc.gov.uk,exclude,GBR_united_kingdom,local
barrowbc.gov.uk,exclude,GBR_united_kingdom,local
barrowbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barrowcumdenham-pc.gov.uk,exclude,GBR_united_kingdom,local
barrowden-pc.gov.uk,exclude,GBR_united_kingdom,local
barrowparish.gov.uk,exclude,GBR_united_kingdom,local
barrowtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
barrowupontrentparish.gov.uk,exclude,GBR_united_kingdom,local
barrytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
barshamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
barshamshipmeadow-pc.gov.uk,exclude,GBR_united_kingdom,local
barstonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bartestreewithlugwardinegroup-pc.gov.uk,exclude,GBR_united_kingdom,local
barthomley-pc.gov.uk,exclude,GBR_united_kingdom,local
bartin-bld.gov.tr,exclude,TUR_turkey,local
bartinozelidare.gov.tr,exact,TUR_turkey,central-1
bartlowparishmeeting.gov.uk,exclude,GBR_united_kingdom,local
barton-pc.gov.uk,exclude,GBR_united_kingdom,local
bartonandpooleybridge-pc.gov.uk,exclude,GBR_united_kingdom,local
bartonbendish-pc.gov.uk,exclude,GBR_united_kingdom,local
bartoninfabis-pc.gov.uk,exclude,GBR_united_kingdom,local
bartonleclay-pc.gov.uk,exclude,GBR_united_kingdom,local
bartonlewillowsparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bartonmills-pc.gov.uk,exclude,GBR_united_kingdom,local
bartonseagrave-pc.gov.uk,exclude,GBR_united_kingdom,local
bartonstaceyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bartonstdavidparish.gov.uk,exclude,GBR_united_kingdom,local
bartonunderneedwood-pc.gov.uk,exclude,GBR_united_kingdom,local
bartonuponhumbertowncouncil.gov.uk,exclude,GBR_united_kingdom,local
barwell-pc.gov.uk,exclude,GBR_united_kingdom,local
basildon-berks-pc.gov.uk,exclude,GBR_united_kingdom,local
basildon.gov.uk,exclude,GBR_united_kingdom,local
basingstoke.gov.uk,exclude,GBR_united_kingdom,local
baslowandbubnellparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bassenthwaite-pc.gov.uk,exclude,GBR_united_kingdom,local
bassetlaw.gov.uk,exclude,GBR_united_kingdom,local
bassingbournparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bassinghamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
batchworth-ecc.gov.uk,exclude,GBR_united_kingdom,local
batheaston-pc.gov.uk,exclude,GBR_united_kingdom,local
bathnes.gov.uk,exclude,GBR_united_kingdom,local
bats.gov,subtree,USA_united_states,central
battisford-pc.gov.uk,exclude,GBR_united_kingdom,local
battletowncouncil.gov.uk,exclude,GBR_united_kingdom,local
bauchistate.gov.ng,exact,NGA_nigeria,central-1
baughurst-pc.gov.uk,exclude,GBR_united_kingdom,local
baumberparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bawdsey-pc.gov.uk,exclude,GBR_united_kingdom,local
bawtrytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
baxterley-pc.gov.uk,exclude,GBR_united_kingdom,local
bayelsastate.gov.ng,exact,NGA_nigeria,central-1
baylham-pc.gov.uk,exclude,GBR_united_kingdom,local
baystonhillparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
baytonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bbg.gov,subtree,USA_united_states,central
bbh-pc.gov.uk,exclude,GBR_united_kingdom,local
bbsparish.gov.uk,exclude,GBR_united_kingdom,local
bbsparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bcfp.gov,subtree,USA_united_states,central
bcpcouncil.gov.uk,exclude,GBR_united_kingdom,local
bcs.gob.mx,exact,MEX_mexico,central-1
bda.gov.cn,exclude,CHN_china,local
bdnhparishmeeting.gov.uk,exclude,GBR_united_kingdom,local
bea.gov,subtree,USA_united_states,central
beachamptonparish.gov.uk,exclude,GBR_united_kingdom,local
beachamwellparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
beacons-npa.gov.uk,exclude,GBR_united_kingdom,local
beaconsfieldtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
beadnellparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bealparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
beaminster-tc.gov.uk,exclude,GBR_united_kingdom,local
beanparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bearley-pc.gov.uk,exclude,GBR_united_kingdom,local
bearpark-pc.gov.uk,exclude,GBR_united_kingdom,local
bearstedparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
beaumaristowncouncil.gov.uk,exclude,GBR_united_kingdom,local
beaumontparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
beawarekidsni.gov.uk,exact,GBR_united_kingdom,central-1
beaworthyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bebest.gov,subtree,USA_united_states,central
becclestowncouncil.gov.uk,exclude,GBR_united_kingdom,local
beckermetwiththornhill-pc.gov.uk,exclude,GBR_united_kingdom,local
beckinghamcumsaundby-pc.gov.uk,exclude,GBR_united_kingdom,local
beckington-pc.gov.uk,exclude,GBR_united_kingdom,local
beckley-and-stowood-pc.gov.uk,exclude,GBR_united_kingdom,local
beckrowparish.gov.uk,exclude,GBR_united_kingdom,local
bedale-tc.gov.uk,exclude,GBR_united_kingdom,local
bedfieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bedford.gov.uk,exclude,GBR_united_kingdom,local
bedfordborough.gov.uk,exclude,GBR_united_kingdom,local
bedsfire.gov.uk,exclude,GBR_united_kingdom,local
beechhill-pc.gov.uk,exclude,GBR_united_kingdom,local
beedonparish.gov.uk,exclude,GBR_united_kingdom,local
beeleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
beenham-pc.gov.uk,exclude,GBR_united_kingdom,local
beer-pc.gov.uk,exclude,GBR_united_kingdom,local
beestonregis-pc.gov.uk,exclude,GBR_united_kingdom,local
beestonwithbittering-pc.gov.uk,exclude,GBR_united_kingdom,local
beetham-pc.gov.uk,exclude,GBR_united_kingdom,local
beetleyparish.gov.uk,exclude,GBR_united_kingdom,local
beichuan.gov.cn,exclude,CHN_china,local
beihai.gov.cn,exclude,CHN_china,local
beijing.gov.cn,exact,CHN_china,central-1
bekesbournewithpatrixbourneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
belbroughtonandfairfield-pc.gov.uk,exclude,GBR_united_kingdom,local
belchfordandfulletbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
belfastcity.gov.uk,exclude,GBR_united_kingdom,local
belfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
belgium.be,subtree,BEL_belgium,central
bellaitalia.gob.ar,exclude,ARG_argentina,local
bellerby-pc.gov.uk,exclude,GBR_united_kingdom,local
bellinghamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
belmontparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
belmontrural-pc.gov.uk,exclude,GBR_united_kingdom,local
belpertowncouncil.gov.uk,exclude,GBR_united_kingdom,local
belsayparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
beltonandmanthorpeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
beltoninrutland-pc.gov.uk,exclude,GBR_united_kingdom,local
beltonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
beltonwithbrowston-pc.gov.uk,exclude,GBR_united_kingdom,local
belvoirparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bembridgeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
benefeds.gov,subtree,USA_united_states,central
benefieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
benefits.gov,subtree,USA_united_states,central
benendenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bengeoruralparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
benhallandsternfield-pc.gov.uk,exclude,GBR_united_kingdom,local
benthamtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
bentleyandmerevale-pc.gov.uk,exclude,GBR_united_kingdom,local
bentleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bentleypauncefootparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bentleysuffolkparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
benuestate.gov.ng,exact,NGA_nigeria,central-1
benwickparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
beoley-pc.gov.uk,exclude,GBR_united_kingdom,local
bep.gov,subtree,USA_united_states,central
bepton-pc.gov.uk,exclude,GBR_united_kingdom,local
bereferrersparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bereregisparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
berinsfield-pc.gov.uk,exclude,GBR_united_kingdom,local
berkeley-tc.gov.uk,exclude,GBR_united_kingdom,local
berkhamsted-tc.gov.uk,exclude,GBR_united_kingdom,local
berkhamstedtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
berkswich-pc.gov.uk,exclude,GBR_united_kingdom,local
berricksalome-pc.gov.uk,exclude,GBR_united_kingdom,local
berringtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
berrowparish.gov.uk,exclude,GBR_united_kingdom,local
berrowparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
berryfields-pc.gov.uk,exclude,GBR_united_kingdom,local
berrypomeroyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bersted-pc.gov.uk,exclude,GBR_united_kingdom,local
berwick-tc.gov.uk,exclude,GBR_united_kingdom,local
berwickparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
besthorpeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bestwoodvillageparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
betchworth-pc.gov.uk,exclude,GBR_united_kingdom,local
bethersden-pc.gov.uk,exclude,GBR_united_kingdom,local
betleybalterleywrinehillparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
betobaccofree.gov,subtree,USA_united_states,central
beverley.gov.uk,exclude,GBR_united_kingdom,local
beverstonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bewdleytowncouncil.gov.uk,exclude,GBR_united_kingdom,local
bewerleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bexhilltowncouncil.gov.uk,exclude,GBR_united_kingdom,local
bexley.gov.uk,exclude,GBR_united_kingdom,local
beyton-pc.gov.uk,exclude,GBR_united_kingdom,local
bhhw-pc.gov.uk,exclude,GBR_united_kingdom,local
bhw-pc.gov.uk,exclude,GBR_united_kingdom,local
bia.gov,subtree,USA_united_states,central
bialetmasse.gob.ar,exclude,ARG_argentina,local
biburyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bicester.gov.uk,exclude,GBR_united_kingdom,local
bickerstaffeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bickingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bickleigh.gov.uk,exclude,GBR_united_kingdom,local
bickleighparish.gov.uk,exclude,GBR_united_kingdom,local
bictonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
biddenden.gov.uk,exclude,GBR_united_kingdom,local
biddenham-pc.gov.uk,exclude,GBR_united_kingdom,local
biddestoneslaughterford-pc.gov.uk,exclude,GBR_united_kingdom,local
biddulph-tc.gov.uk,exclude,GBR_united_kingdom,local
bideford-tc.gov.uk,exclude,GBR_united_kingdom,local
bidenlibrary.gov,subtree,USA_united_states,central
bidenwhitehouse.gov,subtree,USA_united_states,central
bidfordonavon-pc.gov.uk,exclude,GBR_united_kingdom,local
bigburyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bigbyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
biggleswadetowncouncil.gov.uk,exclude,GBR_united_kingdom,local
bihar.gov.in,exact,IND_india,central-1
biharcommercialtax.gov.in,exact,IND_india,central-1
biharpolice.gov.in,exact,IND_india,central-1
biharregd.gov.in,exact,IND_india,central-1
bilbrookparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bilbrough-pc.gov.uk,exclude,GBR_united_kingdom,local
