hostname,country,label,website
muc.ac.in,IND_india,Manipur University of Culture,https://www.muc.ac.in
muhs.ac.in,IND_india,Maharashtra University of Health Sciences,https://www.muhs.ac.in
mungeruniversity.ac.in,IND_india,Munger University,https://www.mungeruniversity.ac.in
muoc.ac.in,IND_india,Majuli University of Culture,https://muoc.ac.in
musicuniversity.ac.in,IND_india,"Karnataka State Music University, Mysore",https://www.musicuniversity.ac.in
mvsu.ac.in,IND_india,"Maharishi Valmiki Sanskrit University, Kaithal",https://www.mvsu.ac.in
mzu.edu.in,IND_india,Mizoram University,http://www.mzu.edu.in
nagalanduniversity.ac.in,IND_india,Nagaland University,http://www.nagalanduniversity.ac.in
nagauniv.org.in,IND_india,Nagaland University,http://www.nagauniv.org.in
nagpuruniversity.ac.in,IND_india,Rashtrasant Tukadoji Maharaj Nagpur University,https://www.nagpuruniversity.ac.in
nalandauniv.edu.in,IND_india,Nalanda University,http://www.nalandauniv.edu.in
nalsar.ac.in,IND_india,Nalsar University of Law,https://www.nalsar.ac.in
nannayauniversity.info,IND_india,Adikavi Nannaya University,http://www.nannayauniversity.info/
nau.in,IND_india,Navsari Agricultural University,http://www.nau.in
nbu.ac.in,IND_india,University of North Bengal,https://www.nbu.ac.in
nduat.org,IND_india,Acharya Narendra Deva University of Agriculture and Technology,https://www.nduat.org
ndvsu.org,IND_india,Nanaji Deshmukh Veterinary Science University,http://www.ndvsu.org/
nehu.ac.in,IND_india,North-Eastern Hill University,http://www.nehu.ac.in
new.ggu.ac.in,IND_india,Guru Ghasidas University,http://www.new.ggu.ac.in
nfsu.ac.in,IND_india,National Forensic Sciences University,https://nfsu.ac.in
ngu.ac.in,IND_india,Hemchandracharya North Gujarat University,https://www.ngu.ac.in/
nliu.ac.in,IND_india,National Law Institute University Bhopal,https://www.nliu.ac.in
nls.ac.in,IND_india,National Law School of India University,https://www.nls.ac.in
nlu.ac.in,IND_india,North Lakhimpur University,https://nlu.ac.in
nluassam.ac.in,IND_india,"National Law University and Judicial Academy, Assam",https://www.nluassam.ac.in
nludelhi.ac.in,IND_india,"National Law University, Delhi",https://www.nludelhi.ac.in
nlujodhpur.ac.in,IND_india,"National Law University, Jodhpur",https://www.nlujodhpur.ac.in
nlunagpur.ac.in,IND_india,"Maharashtra National Law University, Nagpur",https://www.nlunagpur.ac.in
nluo.ac.in,IND_india,National Law University Odisha,https://www.nluo.ac.in
nmu.ac.in,IND_india,Kavayitri Bahinabai Chaudhari North Maharashtra University,http://www.nmu.ac.in
nou.nic.in,IND_india,Maharaja Sriram Chandra Bhanja Deo University,http://www.nou.nic.in
nowgongcollege.edu.in,IND_india,Nagaon University,http://www.nowgongcollege.edu.in
npu.ac.in,IND_india,Nilamber Pitamber University,https://www.npu.ac.in
nsktu.ac.in,IND_india,National Sanskrit University,http://nsktu.ac.in
nsu.ac.in,IND_india,"National Sports University, Manipur",http://nsu.ac.in
nsut.ac.in,IND_india,Netaji Subhas University of Technology,http://www.nsut.ac.in
ntruhs.ap.nic.in,IND_india,Dr. N.T.R University of Health Sciences,http://ntruhs.ap.nic.in
nuals.ac.in,IND_india,National University of Advanced Legal Studies,https://www.nuals.ac.in
nujs.edu,IND_india,West Bengal National University of Juridical Sciences,https://www.nujs.edu
nusrlranchi.ac.in,IND_india,National University of Study and Research in Law,http://www.nusrlranchi.ac.in
odiauniversity.ac.in,IND_india,Odia University,http://odiauniversity.ac.in
osmania.ac.in,IND_india,Osmania University,http://www.osmania.ac.in
ouat.ac.in,IND_india,Odisha University of Agriculture and Technology,https://ouat.ac.in
oucwkoti.ac.in,IND_india,"University College for Women, Koti",http://www.oucwkoti.ac.in
ouhs.ac.in,IND_india,Odisha University of Health Sciences,https://www.ouhs.ac.in
outr.ac.in,IND_india,Odisha University of Technology and Research,https://www.outr.ac.in
palamuruuniversity.ac.in,IND_india,Palamuru University,https://www.palamuruuniversity.ac.in
patnauniversity.ac.in,IND_india,Patna University,http://www.patnauniversity.ac.in
pau.edu,IND_india,Punjab Agricultural University,https://www.pau.edu
pdkv.ac.in,IND_india,Dr. Panjabrao Deshmukh Krishi Vidyapeeth,https://www.pdkv.ac.in
periyaruniversity.ac.in,IND_india,Periyar University,https://www.periyaruniversity.ac.in
pjtau.edu.in,IND_india,Professor Jayashankar Telangana  Agricultural University,https://www.pjtau.edu.in
policeuniversity.ac.in,IND_india,"Sardar Patel University of Police, Security and Criminal Justice",https://www.policeuniversity.ac.in
pondiuni.edu.in,IND_india,Pondicherry University,http://www.pondiuni.edu.in
ppup.ac.in,IND_india,Patliputra University,https://ppup.ac.in
presiuniv.ac.in,IND_india,Presidency University,http://www.presiuniv.ac.in
prsu.ac.in,IND_india,Pandit Ravishankar Shukla University,http://www.prsu.ac.in
prsuniv.ac.in,IND_india,Prof. Rajendra Singh (Rajju Bhaiya) University,https://www.prsuniv.ac.in
pscet.in,IND_india,Bihar Engineering University,http://www.pscet.in
ptsnsuniversity.ac.in,IND_india,Pt. Sambhunath University,http://ptsnsuniversity.ac.in
ptu.ac.in,IND_india,I. K. Gujral Punjab Technical University,https://www.ptu.ac.in
ptuniv.edu.in,IND_india,Puducherry Technological University,https://www.ptuniv.edu.in
puchd.ac.in,IND_india,Panjab University,https://www.puchd.ac.in
punjabiuniversity.ac.in,IND_india,Punjabi University,http://punjabiuniversity.ac.in/indexpunjabi.aspx
pup.ac.in,IND_india,Patna University,http://pup.ac.in
purneauniversity.ac.in,IND_india,Purnea University,https://purneauniversity.ac.in
pusavarsity.org.in,IND_india,Dr. Rajendra Prasad Central Agriculture University,http://www.pusavarsity.org.in
pvnrtvu.ac.in,IND_india,"Sri P.V. Narasimha Rao Telangana State University for Veterinary, Animal and Fishery Sciences",https://pvnrtvu.ac.in
raichuruniversity.ac.in,IND_india,Raichur University,https://raichuruniversity.ac.in
raiganjuniversity.ac.in,IND_india,Raiganj University,https://www.raiganjuniversity.ac.in
rajendrauniversity.ac.in,IND_india,Rajendra University,https://www.rajendrauniversity.ac.in
rajuvas.org,IND_india,Rajasthan University of Veterinary and Animal Sciences,http://www.rajuvas.org
ralvv.mp.gov.in,IND_india,"Rani Awantibai Lodhi University, Sagar",https://ralvv.mp.gov.in
ranchiuniversity.ac.in,IND_india,Ranchi University,http://www.ranchiuniversity.ac.in
raubikaner.org,IND_india,Swami Keshwanand Rajasthan Agricultural University,https://www.raubikaner.org
rauonline.in,IND_india,Dr. Sarvepalli Radhakrishnan Rajasthan Ayurved University,https://rauonline.in
ravenshawuniversity.ac.in,IND_india,Ravenshaw University,http://www.ravenshawuniversity.ac.in
rbu.ac.in,IND_india,Rabindra Bharati University,https://www.rbu.ac.in
rcub.ac.in,IND_india,"Rani Channamma University, Belgaum",http://www.rcub.ac.in
rdunijbpin.org,IND_india,"Rani Durgavati University, Jabalpur",http://www.rdunijbpin.org
rdwu.ac.in,IND_india,Rama Devi Women's University,http://www.rdwu.ac.in
rgnau.ac.in,IND_india,Rajiv Gandhi National Aviation University,http://www.rgnau.ac.in
rgnul.ac.in,IND_india,Rajiv Gandhi National University of Law,http://www.rgnul.ac.in
rgpvinstitute.org.in,IND_india,Rajiv Gandhi Proudyogiki Vishwavidyalaya,https://rgpvinstitute.org.in
rgu.ac.in,IND_india,Rajiv Gandhi University,http://www.rgu.ac.in
rguhs.ac.in,IND_india,Rajiv Gandhi University of Health Sciences,http://www.rguhs.ac.in
rgukt.ac.in,IND_india,"Rajiv Gandhi University of Knowledge Technologies, Basara",https://www.rgukt.ac.in
rgukt.in,IND_india,"Rajiv Gandhi University of Knowledge Technologies, Andhra Pradesh",https://www.rgukt.in
rlbcau.ac.in,IND_india,Rani Lakshmi Bai Central Agricultural University,https://www.rlbcau.ac.in
rmlau.ac.in,IND_india,Dr. Ram Manohar Lohia Awadh University,https://www.rmlau.ac.in
rmlnlu.ac.in,IND_india,Dr. Ram Manohar Lohia National Law University,http://www.rmlnlu.ac.in
rmpssu.ac.in,IND_india,"Raja Mahendra Pratap Singh State University, Aligarh",https://www.rmpssu.ac.in
rmtmusicandartsuniversity.com,IND_india,Raja Mansingh Tomar Music & Arts University,https://www.rmtmusicandartsuniversity.com
rpcau.ac.in,IND_india,Dr. Rajendra Prasad Central Agriculture University,http://www.rpcau.ac.in
rpnlup.ac.in,IND_india,Dr. Rajendra Prasad National Law University,https://www.rpnlup.ac.in
rrbmuniv.ac.in,IND_india,"Raj Rishi Bhartrihari Matsya University, Alwar",https://www.rrbmuniv.ac.in
rrgu.in,IND_india,Rani Rashmoni Green University,https://rrgu.in
rru.ac.in,IND_india,Rashtriya Raksha University,http://www.rru.ac.in
rsvidyapeetha.ac.in,IND_india,National Sanskrit University,http://rsvidyapeetha.ac.in
rtu.ac.in,IND_india,Rajasthan Technical University,https://www.rtu.ac.in
rtuassam.ac.in,IND_india,"Rabindranath Tagore University, Hojai",https://rtuassam.ac.in
ruhsraj.org,IND_india,Rajasthan University of Health Sciences,http://www.ruhsraj.org
ruk.ac.in,IND_india,Rayalaseema University,http://www.ruk.ac.in
rvskvv.net,IND_india,Rajmata Vijayaraje Scindia Krishi Vishwavidyalaya,http://www.rvskvv.net
sanchiuniv.edu.in,IND_india,Sanchi University of Buddhist-Indic Studies,https://www.sanchiuniv.edu.in
sanskrit.nic.in,IND_india,Central Sanskrit University,http://www.sanskrit.nic.in/
sanskritcollegeanduniversity.ac.in,IND_india,The Sanskrit College and University,https://www.sanskritcollegeanduniversity.ac.in/
sasu.ac.in,IND_india,Sri Sri Aniruddhadeva Sports University,https://www.sasu.ac.in
satavahana.ac.in,IND_india,Satavahana University,https://www.satavahana.ac.in
sau.int,IND_india,South Asian University,https://www.sau.int
saurashtrauniversity.edu,IND_india,Saurashtra University,https://www.saurashtrauniversity.edu
sbssu.ac.in,IND_india,Shaheed Bhagat Singh State University,https://www.sbssu.ac.in
sbssugsp.ac.in,IND_india,Sardar Beant Singh State University,http://www.sbssugsp.ac.in
sdau.edu.in,IND_india,"Sardarkrushinagar Dantiwada, Agricultural University",https://www.sdau.edu.in
sgbau.ac.in,IND_india,Sant Gadge Baba Amravati University,https://www.sgbau.ac.in
sggcg.in,IND_india,Sarguja University,https://www.sggcg.in
sggu.ac.in,IND_india,Shri Govind Guru University,https://www.sggu.ac.in
sgsu.gujarat.gov.in,IND_india,Swarnim Gujarat Sports University,https://sgsu.gujarat.gov.in
shekhauni.ac.in,IND_india,Pandit Deendayal Upadhyaya Shekhawati University,http://www.shekhauni.ac.in
sibsagaruniversity.ac.in,IND_india,Sibsagar University,https://www.sibsagaruniversity.ac.in
sikkimuniversity.ac.in,IND_india,Sikkim University,http://www.sikkimuniversity.ac.in
simhapuriuniv.ac.in,IND_india,Vikrama Simhapuri University,http://www.simhapuriuniv.ac.in
sjsv.nic.in,IND_india,Shri Jagannath Sanskrit University,http://www.sjsv.nic.in
skau.ac.in,IND_india,Shri Krishna AYUSH University,https://skau.ac.in
skbu.ac.in,IND_india,Sidho-Kanho Birsa University,https://www.skbu.ac.in
skltshu.ac.in,IND_india,Sri Konda Laxman Telangana State Horticultural University,https://www.skltshu.ac.in
skmu.ac.in,IND_india,"Sido Kanhu Murmu University, Dumka",http://www.skmu.ac.in
sknau.ac.in,IND_india,Sri Karan Narendra Agriculture University,https://www.sknau.ac.in
skuast.org,IND_india,Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu,https://www.skuast.org
skuastkashmir.ac.in,IND_india,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,https://www.skuastkashmir.ac.in
skuniversity.ac.in,IND_india,Sri Krishnadevaraya University,http://www.skuniversity.ac.in
slbsrsv.ac.in,IND_india,Shri Lal Bahadur Shastri National Sanskrit University,https://www.slbsrsv.ac.in
smvdu.ac.in,IND_india,Shri Mata Vaishno Devi University,https://www.smvdu.ac.in
sndt.ac.in,IND_india,SNDT Women's University,https://www.sndt.ac.in
snpv.ac.in,IND_india,Shaheed Nandkumar Patel University,https://snpv.ac.in
spmvv.ac.in,IND_india,Sri Padmavati Mahila Visvavidyalayam,https://www.spmvv.ac.in
spumandi.ac.in,IND_india,Sardar Patel University Mandi,https://spumandi.ac.in
spuvvn.edu,IND_india,Sardar Patel University,https://www.spuvvn.edu
srcmujhargram.ac.in,IND_india,Sadhu Ramchand Murmu University,https://www.srcmujhargram.ac.in
srtmun.ac.in,IND_india,Swami Ramanand Teerth Marathwada University,https://www.srtmun.ac.in
ssctu.ac.in,IND_india,Sammakka Sarakka Central Tribal University,https://ssctu.ac.in/
ssju.ac.in,IND_india,Soban Singh Jeena University,https://www.ssju.ac.in
sssu.ac.in,IND_india,Shree Somnath Sanskrit University,http://www.sssu.ac.in
ssuhs.in,IND_india,Srimanta Sankaradeva University of Health Sciences,http://www.ssuhs.in
ssus.ac.in,IND_india,Sree Sankaracharya Sanskrit University,https://ssus.ac.in
ssvv.ac.in,IND_india,Sampurnanand Sanskrit University,https://ssvv.ac.in
suksn.edu.in,IND_india,Siddharth University,https://www.suksn.edu.in
suniv.ac.in,IND_india,Sambalpur University,https://www.suniv.ac.in
suoh.ac.in,IND_india,"Motilal Nehru School of Sports, Rai",https://www.suoh.ac.in
sus.ac.in,IND_india,Punyashlok Ahilyadevi Holkar Solapur University,https://www.sus.ac.in
svpuat.edu.in,IND_india,Sardar Vallabhbhai Patel University of Agriculture and Technology,https://svpuat.edu.in
svsu.ac.in,IND_india,Haryana Vishwakarma Skill University,https://www.svsu.ac.in
svuniversity.edu.in,IND_india,Sri Venkateswara University,http://www.svuniversity.edu.in
svvedicuniversity.ac.in,IND_india,Sri Venkateswara Vedic University,https://www.svvedicuniversity.ac.in
svvu.edu.in,IND_india,Sri Venkateswara Veterinary University,https://www.svvu.edu.in
tamiluniversity.ac.in,IND_india,Tamil University,https://www.tamiluniversity.ac.in
tanuvas.ac.in,IND_india,Tamil Nadu Veterinary and Animal Sciences University,http://www.tanuvas.ac.in
telanganauniversity.ac.in,IND_india,Telangana University,http://www.telanganauniversity.ac.in
teluguuniversity.ac.in,IND_india,Potti Sreeramulu Telugu University,https://www.teluguuniversity.ac.in
tezu.ernet.in,IND_india,Tezpur University,http://www.tezu.ernet.in
tmbuniv.ac.in,IND_india,Tilka Manjhi Bhagalpur University,https://www.tmbuniv.ac.in
tnau.ac.in,IND_india,Tamil Nadu Agricultural University,https://www.tnau.ac.in
tndalu.ac.in,IND_india,Tamil Nadu Dr. Ambedkar Law University,https://www.tndalu.ac.in
tnjfu.ac.in,IND_india,Tamil Nadu Fisheries University,https://www.tnjfu.ac.in
tnjjmfau.in,IND_india,Tamil Nadu Music and Fine Arts University,https://www.tnjjmfau.in
tnmgrmu.ac.in,IND_india,Tamil Nadu Dr. M.G.R. Medical University,https://www.tnmgrmu.ac.in
tnnlu.ac.in,IND_india,Tamil Nadu National Law University,https://www.tnnlu.ac.in
tnteu.ac.in,IND_india,Tamil Nadu Teachers Education University,https://www.tnteu.ac.in
tripurauniv.ac.in,IND_india,Tripura University,https://www.tripurauniv.ac.in
tumkuruniversity.ac.in,IND_india,Tumkur University,https://www.tumkuruniversity.ac.in
tvu.edu.in,IND_india,Thiruvalluvar University,https://www.tvu.edu.in
uahs.edu.in,IND_india,Keladi Shivappa Nayaka University of Agricultural and Horticultural Sciences,https://uahs.edu.in
uasbangalore.edu.in,IND_india,"University of Agricultural Sciences, Bengaluru",https://www.uasbangalore.edu.in
uasd.edu,IND_india,"University of Agricultural Sciences, Dharwad",https://www.uasd.edu
uasraichur.edu.in,IND_india,"University of Agricultural Sciences, Raichur",https://www.uasraichur.edu.in
uau.ac.in,IND_india,Uttarakhand Ayurved University,https://www.uau.ac.in
ubkv.ac.in,IND_india,Uttar Banga Krishi Viswavidyalaya,https://www.ubkv.ac.in
ugb.ac.in,IND_india,University of Gour Banga,https://www.ugb.ac.in
uhsbagalkot.edu.in,IND_india,"University of Horticultural Sciences, Bagalkot",http://uhsbagalkot.edu.in
uhsr.ac.in,IND_india,Pandit Bhagwat Dayal Sharma University of Health Sciences,http://www.uhsr.ac.in
uktech.ac.in,IND_india,Uttarakhand Technical University,https://www.uktech.ac.in
uni-mysore.ac.in,IND_india,University of Mysore,http://www.uni-mysore.ac.in
unigoa.ac.in,IND_india,Goa University,https://www.unigoa.ac.in
unigug.ac.in,IND_india,Gondwana University,https://unigug.ac.in
unipune.ac.in,IND_india,Savitribai Phule Pune University,https://www.unipune.ac.in
uniraj.ac.in,IND_india,University of Rajasthan,http://www.uniraj.ac.in
unishivaji.ac.in,IND_india,Shivaji University,https://www.unishivaji.ac.in
unom.ac.in,IND_india,University of Madras,http://www.unom.ac.in
uoc.ac.in,IND_india,University of Calicut,https://www.uoc.ac.in
uohyd.ac.in,IND_india,University of Hyderabad,http://www.uohyd.ac.in
uok.ac.in,IND_india,University of Kota,https://www.uok.ac.in
uol.ac.in,IND_india,University of Ladakh,https://uol.ac.in
upsports.gov.in,IND_india,"Major Dhyanchand Sports College, Saifai",http://upsports.gov.in/pages/en/enmenu/affiliated-colleges/en-saifai-sports-college-etawah
upums.ac.in,IND_india,Uttar Pradesh University of Medical Sciences,https://www.upums.ac.in
upvetuniv.edu.in,IND_india,"Uttar Pradesh Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go-Anusandhan Sansthan, Mathura",https://www.upvetuniv.edu.in
usvv.ac.in,IND_india,Uttarakhand Sanskrit University,https://www.usvv.ac.in
usvv.org,IND_india,Uttarakhand Sanskrit University,http://usvv.org
utkal-university.org,IND_india,Utkal University,http://www.utkal-university.org
utkaluniversity.nic.in,IND_india,Utkal University,http://utkaluniversity.nic.in
uuc.ac.in,IND_india,Utkal University of Culture,http://www.uuc.ac.in/home.aspx
uuhf.ac.in,IND_india,Uttarakhand University of Horticulture and Forestry,https://www.uuhf.ac.in
uvce.ac.in,IND_india,University Visvesvaraya College of Engineering,https://uvce.ac.in
uvce.karnataka.gov.in,IND_india,University Visvesvaraya College of Engineering,https://uvce.karnataka.gov.in
vbspu.ac.in,IND_india,Veer Bahadur Singh Purvanchal University,https://www.vbspu.ac.in
vbu.ac.in,IND_india,Vinoba Bhave University,https://www.vbu.ac.in
vidyasagar.ac.in,IND_india,Vidyasagar University,https://www.vidyasagar.ac.in
vikramdevuniversity.ac.in,IND_india,Vikram Dev College Jeypore,https://www.vikramdevuniversity.ac.in
vikramuniv.ac.in,IND_india,Vikram University,https://www.vikramuniv.ac.in
vikramuniv.net,IND_india,Vikram University,http://www.vikramuniv.net
vimsar.ac.in,IND_india,Veer Surendra Sai Institute of Medical Sciences and Research,https://vimsar.ac.in
visva-bharati.ac.in,IND_india,Visva-Bharati University,http://www.visva-bharati.ac.in
visvabharati.ac.in,IND_india,Visva-Bharati University,https://visvabharati.ac.in
vksu.ac.in,IND_india,Veer Kunwar Singh University,https://www.vksu.ac.in
vnmkv.ac.in,IND_india,Marathwada Agricultural University,http://www.vnmkv.ac.in
vnsgu.ac.in,IND_india,Veer Narmad South Gujarat University,https://www.vnsgu.ac.in
vskub.ac.in,IND_india,Vijayanagara Sri Krishnadevaraya University,https://www.vskub.ac.in
vssut.ac.in,IND_india,Veer Surendra Sai University of Technology,https://www.vssut.ac.in
vsu.ac.in,IND_india,Vikrama Simhapuri University,http://www.vsu.ac.in
vtu.ac.in,IND_india,Visvesvaraya Technological University,https://vtu.ac.in
wbnsou.ac.in,IND_india,Netaji Subhas Open University,http://www.wbnsou.ac.in/
wbsu.ac.in,IND_india,West Bengal State University,https://wbsu.ac.in/web/
wbuafscl.ac.in,IND_india,West Bengal University of Animal and Fishery Sciences,https://wbuafscl.ac.in
wbuhs.ac.in,IND_india,West Bengal University of Health Sciences,https://www.wbuhs.ac.in
wwww.tnpesu.org,IND_india,Tamil Nadu Physical Education and Sports University,http://wwww.tnpesu.org
yspuniversity.ac.in,IND_india,Dr. Yashwant Singh Parmar University of Horticulture and Forestry,https://www.yspuniversity.ac.in
yvu.edu.in,IND_india,Yogi Vemana University,https://yvu.edu.in/
dcu.ie,IRL_ireland,Dublin City University,https://www.dcu.ie/
ollscoilnagaillimhe.ie,IRL_ireland,University of Galway,https://www.ollscoilnagaillimhe.ie/
riam.ie,IRL_ireland,Royal Irish Academy of Music,http://www.riam.ie/
tcd.ie,IRL_ireland,University of Dublin,https://www.tcd.ie/
ucc.ie,IRL_ireland,University College Cork,https://www.ucc.ie
ucd.ie,IRL_ireland,University College Dublin,https://www.ucd.ie/
universityofgalway.ie,IRL_ireland,University of Galway,https://www.universityofgalway.ie/
alzahra.ac.ir,IRN_iran,Alzahra University,http://www.alzahra.ac.ir/
art.ac.ir,IRN_iran,Iran University of Art,http://www.art.ac.ir/
aut.ac.ir,IRN_iran,Amirkabir University of Technology,http://www.aut.ac.ir/
d-kazeroon.nus.ac.ir,IRN_iran,Women's Skill National University of Kazerun,https://d-kazeroon.nus.ac.ir/
en.hut.ac.ir,IRN_iran,Hamadan University of Technology,http://en.hut.ac.ir/
en.sbu.ac.ir,IRN_iran,Shahid Beheshti University,http://en.sbu.ac.ir
en.um.ac.ir,IRN_iran,Ferdowsi University of Mashhad,http://en.um.ac.ir/
ihu.ac.ir,IRN_iran,Imam Hossein University,http://www.ihu.ac.ir
kazeroon.fars.pnu.ac.ir,IRN_iran,Payame Noor University of Kazerun,http://kazeroon.fars.pnu.ac.ir/
kazerunsfu.ac.ir,IRN_iran,Salman Farsi University of Kazerun,http://kazerunsfu.ac.ir/
kums.ac.ir,IRN_iran,Kermanshah University of Medical Sciences,https://www.kums.ac.ir/
kut.ac.ir,IRN_iran,Kermanshah University of Technology,https://kut.ac.ir/
p1ksh.tvu.ac.ir,IRN_iran,Men's Skill National University of Kermanshah No. 1,https://p1ksh.tvu.ac.ir/
razi.ac.ir,IRN_iran,Razi University,http://www.razi.ac.ir
sharif.ir,IRN_iran,Sharif University of Technology,https://sharif.ir
shirazu.ac.ir,IRN_iran,Shiraz University,https://shirazu.ac.ir
tabrizu.ac.ir,IRN_iran,University of Tabriz,https://tabrizu.ac.ir/fa
uast.ac.ir,IRN_iran,University of Applied Science and Technology,http://www.uast.ac.ir/
ui.ac.ir,IRN_iran,University of Isfahan,https://ui.ac.ir
ut.ac.ir,IRN_iran,University of Tehran,https://ut.ac.ir
zkf.cfu.ac.ir,IRN_iran,Farhangian University of Kazerun,https://zkf.cfu.ac.ir/
dpu.edu.krd,IRQ_iraq,Dohuk Polytechnic University,http://dpu.edu.krd/
en.uosamarra.edu.iq,IRQ_iraq,University of Samarra,https://en.uosamarra.edu.iq
iubaghdad.edu.iq,IRQ_iraq,Iraqi University,http://www.iubaghdad.edu.iq
kuiraq.com,IRQ_iraq,University of Kufa,http://kuiraq.com/en/
mtu.edu.iq,IRQ_iraq,Middle Technical University,https://www.mtu.edu.iq/
nahrainuniv.edu.iq,IRQ_iraq,Nahrain University,https://nahrainuniv.edu.iq/
qadissuni.edu.iq,IRQ_iraq,University of Al-Qadisiyah,http://www.qadissuni.edu.iq/
stu.edu.iq,IRQ_iraq,Southern Technical University,https://www.stu.edu.iq/
tu.edu.iq,IRQ_iraq,University of Tikrit,http://www.tu.edu.iq/en/
uoalmuthana.edu.iq,IRQ_iraq,Al-Muthana University,http://www.uoalmuthana.edu.iq
uoanbar.edu.iq,IRQ_iraq,University of Anbar,http://www.uoanbar.edu.iq/
uobabylon.edu.iq,IRQ_iraq,University of Babylon,https://www.uobabylon.edu.iq/
uobaghdad.edu.iq,IRQ_iraq,University of Baghdad,http://www.uobaghdad.edu.iq
uobasrah.edu.iq,IRQ_iraq,University of Basrah,http://www.uobasrah.edu.iq
uodiyala.edu.iq,IRQ_iraq,University of Diyala,http://www.uodiyala.edu.iq
uofallujah.edu.iq,IRQ_iraq,University of Fallujah,http://uofallujah.edu.iq/
uoitc.edu.iq,IRQ_iraq,University of Information Technology and Communication,http://www.uoitc.edu.iq/
uokerbala.edu.iq,IRQ_iraq,University of Karbala,http://www.uokerbala.edu.iq
uokirkuk.edu.iq,IRQ_iraq,University of Kirkuk,http://uokirkuk.edu.iq
uokufa.edu.iq,IRQ_iraq,University of Kufa,https://uokufa.edu.iq/?lang=en
uomisan.edu.iq,IRQ_iraq,University of Misan,http://www.uomisan.edu.iq
uomosul.edu.iq,IRQ_iraq,University of Mosul,http://www.uomosul.edu.iq/
uomustansiriyah.edu.iq,IRQ_iraq,Al-Mustansiriya University,http://www.uomustansiriyah.edu.iq
uosamarra.edu.iq,IRQ_iraq,University of Samarra,http://uosamarra.edu.iq/
uotechnology.edu.iq,IRQ_iraq,"University of Technology, Iraq",http://www.uotechnology.edu.iq
uowasit.edu.iq,IRQ_iraq,University of Wasit,http://www.uowasit.edu.iq/
utq.edu.iq,IRQ_iraq,University of Thi Qar,https://utq.edu.iq
english.hi.is,ISL_iceland,University of Iceland,https://english.hi.is/
hi.is,ISL_iceland,University of Iceland,https://www.hi.is/
ariel.ac.il,ISR_israel,Ariel University,http://www.ariel.ac.il/
bgu.ac.il,ISR_israel,Ben-Gurion University of the Negev,http://www.bgu.ac.il
biu.ac.il,ISR_israel,Bar-Ilan University,https://www.biu.ac.il/
haifa.ac.il,ISR_israel,University of Haifa,https://haifa.ac.il
openu.ac.il,ISR_israel,Open University of Israel,https://www.openu.ac.il
tau.ac.il,ISR_israel,Tel Aviv University,https://www.tau.ac.il/
conservatoriodicosenza.it,ITA_italy,Conservatoire of Cosenza,http://www.conservatoriodicosenza.it
fondazionecsc.it,ITA_italy,National Film School,https://www.fondazionecsc.it/scuola-nazionale-di-cinema/
international.unina.it,ITA_italy,University of Naples Federico II,http://www.international.unina.it/
portale.conservatoriodicosenza.it,ITA_italy,Conservatoire of Cosenza,http://portale.conservatoriodicosenza.it/
portale.unibas.it,ITA_italy,University of Basilicata,http://portale.unibas.it/site/home.html
portale.unipv.it,ITA_italy,University of Pavia,https://portale.unipv.it/it
uni-med.net,ITA_italy,Mediterranean Universities Union,https://www.uni-med.net/
unibg.it,ITA_italy,University of Bergamo,https://www.unibg.it
unibo.it,ITA_italy,University of Bologna,https://www.unibo.it
unica.it,ITA_italy,University of Cagliari,https://www.unica.it/
unimc.it,ITA_italy,University of Macerata,https://www.unimc.it
unimi.it,ITA_italy,University of Milan,https://www.unimi.it
unina.it,ITA_italy,University of Naples Federico II,https://www.unina.it
unipi.it,ITA_italy,University of Pisa,https://www.unipi.it
unipr.it,ITA_italy,University of Parma,https://www.unipr.it
uniroma1.it,ITA_italy,Sapienza University of Rome,https://www.uniroma1.it/en/
uniroma3.it,ITA_italy,Università degli Studi Roma Tre,http://www.uniroma3.it
uniroma4.it,ITA_italy,Foro Italico University of Rome,https://www.uniroma4.it/
unisa.it,ITA_italy,University of Salerno,https://www.unisa.it
unisalento.it,ITA_italy,University of Salento,https://www.unisalento.it
unistrapg.it,ITA_italy,Università per Stranieri di Perugia,https://www.unistrapg.it
unite.it,ITA_italy,University of Teramo,https://www.unite.it
units.it,ITA_italy,University of Trieste,https://units.it
utech.edu.jm,JAM_jamaica,University of Technology,http://www.utech.edu.jm/
uwi.edu,JAM_jamaica,University of the West Indies,https://uwi.edu
ju.edu.jo,JOR_jordan,University of Jordan,https://www.ju.edu.jo/
just.edu.jo,JOR_jordan,Jordan University of Science and Technology,http://www.just.edu.jo
qou.edu,JOR_jordan,Al-Quds Open University,http://www.qou.edu
yu.edu.jo,JOR_jordan,Yarmouk University,https://www.yu.edu.jo/
aichi-edu.ac.jp,JPN_japan,Aichi University of Education,http://www.aichi-edu.ac.jp/
aiit.ac.jp,JPN_japan,Advanced Institute of Industrial Technology,http://aiit.ac.jp/
akita-u.ac.jp,JPN_japan,Akita University,http://www.akita-u.ac.jp
asahikawa-med.ac.jp,JPN_japan,Asahikawa Medical University,http://www.asahikawa-med.ac.jp/
