hostname,indegree,indegree_tech
deets.gouv.fr,1,0
demande-autonomie.gouv.fr,1,0
departement06.fr,1,0
departement974.fr,1,0
departementguadeloupe.fr,1,0
departements.fr,1,0
derives-sectes.gouv.fr,1,0
devenir-aviateur.gouv.fr,1,0
dgse.gouv.fr,1,0
dgtresor.gouv.fr,1,0
dijon-metropole.fr,1,0
dijon.fr,1,0
din.gouv.fr,1,0
direccte.gouv.fr,1,0
doctorat.gouv.fr,1,0
dordogne.fr,1,0
doubs.fr,1,0
drdjscs.gouv.fr,1,0
ecologie-territoires.gouv.fr,1,0
ecologique.gouv.fr,1,0
encheres-domaine.gouv.fr,1,0
ensap.gouv.fr,1,0
epargnonsnosressources.gouv.fr,1,0
equipement-agriculture.gouv.fr,1,0
equipement.gouv.fr,1,0
esr.gouv.fr,1,0
eurometropolemetz.eu,1,0
examens-concours.gouv.fr,1,0
finistere.fr,1,0
francenum.gouv.fr,1,0
gard.gouv.fr,1,0
gironde.fr,1,0
gironde.gouv.fr,1,0
grandangouleme.fr,1,0
grandannecy.fr,1,0
grandavignon.fr,1,0
grandbesancondeveloppement.fr,1,0
grandnancy.eu,1,1
grandparisexpress.fr,1,0
grandparissud.fr,1,0
guadeloupe.gouv.fr,1,0
haute-garonne.fr,1,0
haute-garonne.gouv.fr,1,0
haute-marne.gouv.fr,1,0
haute-savoie.gouv.fr,1,0
haute-vienne.fr,1,0
hauteloire.fr,1,0
hautesavoie.fr,1,0
hautespyrenees.fr,1,0
horizon-europe.gouv.fr,1,0
ille-et-vilaine.fr,1,0
ille-et-vilaine.gouv.fr,1,0
imagesdefense.gouv.fr,1,0
immobilier-etat.gouv.fr,1,0
indre-et-loire.gouv.fr,1,0
industrie.gouv.fr,1,0
intradef.gouv.fr,1,0
isere.fr,1,0
ivg.gouv.fr,1,0
jechangemavoiture.gouv.fr,1,0
jeunesse-sports.gouv.fr,1,0
lafrenchtech.gouv.fr,1,0
lamarinerecrute.gouv.fr,1,0
lenord.fr,1,0
lesentreprises-sengagent.gouv.fr,1,0
lille.fr,1,0
limitesmaritimes.gouv.fr,1,0
loire-atlantique.gouv.fr,1,0
loiret.gouv.fr,1,0
lozere.gouv.fr,1,0
lyon.fr,1,0
maine-et-loire.fr,1,0
maisondelautisme.gouv.fr,1,0
manche.fr,1,0
manche.gouv.fr,1,0
marinenationale.gouv.fr,1,0
maritimelimits.gouv.fr,1,0
marne.gouv.fr,1,0
mayotte.gouv.fr,1,0
mes-aides.gouv.fr,1,0
messervicesetudiant.gouv.fr,1,0
metropoletpm.fr,1,0
meurthe-et-moselle.gouv.fr,1,0
meuse.gouv.fr,1,0
moncompteactivite.gouv.fr,1,0
montpellier3m.fr,1,0
moselle.gouv.fr,1,0
nancy.fr,1,0
nice.fr,1,0
nicecotedazur.org,1,0
nievre.fr,1,0
nord.gouv.fr,1,0
normandie.gouv.fr,1,0
nouvelle-caledonie.gouv.fr,1,0
oise.fr,1,0
oncfs.gouv.fr,1,0
orleans-metropole.fr,1,0
orleans.fr,1,0
oups.gouv.fr,1,0
parcoursup.gouv.fr,1,0
paris.gouv.fr,1,0
pas-de-calais.gouv.fr,1,0
pasdecalais.fr,1,0
peren.gouv.fr,1,0
permisdeconduire.gouv.fr,1,0
portailpro.gouv.fr,1,0
puy-de-dome.fr,1,0
redressement-productif.gouv.fr,1,0
registre-coproprietes.gouv.fr,1,0
retraitesdeletat.gouv.fr,1,0
rhone.fr,1,1
saint-etienne.fr,1,0
savoie.fr,1,0
seine-et-marne.fr,1,0
seine-et-marne.gouv.fr,1,0
seine-maritime.gouv.fr,1,0
seine-saint-denis.gouv.fr,1,0
servicesalapersonne.gouv.fr,1,0
societenumerique.gouv.fr,1,0
somme.fr,1,0
somme.gouv.fr,1,0
stationnement.gouv.fr,1,0
stop-punaises.gouv.fr,1,0
stop-violences-femmes.gouv.fr,1,0
strasbourg.eu,1,0
systeme-de-design.gouv.fr,1,0
touraine.fr,1,0
tours-metropole.fr,1,0
tours.fr,1,0
travail-emploi-sante.gouv.fr,1,0
valdemarne.fr,1,0
vaucluse.gouv.fr,1,0
vigipirate.gouv.fr,1,0
vosges.gouv.fr,1,0
xn--solidarits-sante-jqb.gouv.fr,1,0
yonne.gouv.fr,1,0
giped.gouv.fr,0,1
