hostname,indegree,indegree_tech
notify.gov.gr,2,0
paiania.gov.gr,2,0
peartas.gov.gr,2,0
php.gov.gr,2,0
prosopikosvoithos.gov.gr,2,0
protodikeio-ioanninon.gov.gr,2,0
ydmed.gov.gr,2,0
zitsa.gov.gr,2,0
1555.gov.gr,1,0
1dype.gov.gr,1,0
2dype.gov.gr,1,0
adoptastray.gov.gr,1,0
agan.gov.gr,1,0
agriculture.gov.gr,1,0
ai.gov.gr,1,0
akinita.gov.gr,1,0
alimos.gov.gr,1,0
allazosistimathermansis-thermosifona.gov.gr,1,0
allazosyskevi.gov.gr,1,0
allazothermosifona.gov.gr,1,0
amea.gov.gr,1,0
anaptyxi.gov.gr,1,0
apdaigaiou.gov.gr,1,0
apdkritis.gov.gr,1,1
apdthest.gov.gr,1,0
aped.gov.gr,1,0
arogi.gov.gr,1,0
arxaiologikoktimatologio.gov.gr,1,0
atlas.gov.gr,1,0
cityofathens.gr,1,0
culture.gov.gr,1,0
dafni-ymittos.gov.gr,1,0
ddt.gov.gr,1,0
deya-repower.gov.gr,1,0
diamesolavisi.gov.gr,1,0
digi.gov.gr,1,1
docs.gov.gr,1,0
dpapxol.gov.gr,1,0
e-dm.gov.gr,1,0
efeteio-kerkyras.gov.gr,1,0
efeteio-larisas.gov.gr,1,0
egroma.gov.gr,1,0
ehealthrecord.gov.gr,1,0
eirinodikeio-kerkyras.gov.gr,1,0
eisaggeliaefeton-ioanninon.gov.gr,1,0
eisaggeliaefeton-kerkyras.gov.gr,1,0
elevategreece.gov.gr,1,0
emep.gov.gr,1,0
emvolio.gov.gr,1,0
epanad.gov.gr,1,0
epresence.gov.gr,1,0
erga.gov.gr,1,0
exoikonomo-epixeiro-fotovoltaika.gov.gr,1,0
exoikonomo-epixeiro2023.gov.gr,1,0
exoikonomo-scholeia.gov.gr,1,0
exoikonomo2021.gov.gr,1,0
exoikonomo2023.gov.gr,1,0
exoikonomo2025.gov.gr,1,0
exoikonomoneon.gov.gr,1,0
foresight.gov.gr,1,0
futureu.gov.gr,1,0
galatsi.gov.gr,1,0
gamingcommission.gov.gr,1,0
gge.gov.gr,1,0
gnto.gov.gr,1,0
govpresidency.gov.gr,1,0
greekfarms.gov.gr,1,0
greekmark.gov.gr,1,0
gsco.gov.gr,1,0
hcaa.gov.gr,1,0
help4export.gov.gr,1,0
hgc.gov.gr,1,1
hlektra.gov.gr,1,0
hli.gov.gr,1,0
hrms.gov.gr,1,0
kentrikozagori.gov.gr,1,0
koinonikosantiktypos.gov.gr,1,0
m-t.gov.gr,1,0
mathainoumeasfaleis.gov.gr,1,0
minocp.gov.gr,1,0
minsports.gov.gr,1,1
my.gov.gr,1,0
mysafetyplan.gov.gr,1,0
myteka.gov.gr,1,0
nationalcoalition.gov.gr,1,0
nikaia-rentis.gov.gr,1,0
notifybusiness.gov.gr,1,0
oropos.gov.gr,1,0
ourocean2024.gov.gr,1,0
paidi.gov.gr,1,0
passport.gov.gr,1,0
peania.gov.gr,1,0
peddm.gov.gr,1,0
penteli.gov.gr,1,0
petroupoli.gov.gr,1,0
philothei-psychiko.gov.gr,1,0
piraeus.gov.gr,1,0
presidency.gr,1,0
producegreen.gov.gr,1,0
promitheus.gov.gr,1,0
protodikeio-achaias.gov.gr,1,0
protodikeio-kerkyras.gov.gr,1,0
protodikeio-larisas.gov.gr,1,0
pta.gov.gr,1,0
pvstegi.gov.gr,1,0
rantevoudypa.gov.gr,1,0
santoriniports.gov.gr,1,0
serres.gr,1,0
smartastypalea.gov.gr,1,0
spetses.gov.gr,1,0
srv.gov.gr,1,0
statistics.gr,1,0
teka.gov.gr,1,0
thira.gov.gr,1,0
tickets.gov.gr,1,0
vvv.gov.gr,1,0
wallet.gov.gr,1,0
ydra.gov.gr,1,0
zagori.gov.gr,1,0
zografou.gov.gr,1,0
